entity_id,model_id,feature_set,fold,race,sex,age_cat,label_value,score
8695,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
8696,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
8703,LR_8_features,8,2,Caucasian,Female,Greater than 45,0,0
8717,LR_8_features,8,2,African-American,Female,25 - 45,0,0
8719,LR_8_features,8,2,Caucasian,Male,Greater than 45,1,0
8758,LR_8_features,8,2,Caucasian,Male,Greater than 45,1,1
8765,LR_8_features,8,2,African-American,Male,25 - 45,1,1
8790,LR_8_features,8,2,Asian,Male,Greater than 45,0,0
8828,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
8844,LR_8_features,8,2,Hispanic,Male,25 - 45,1,1
8855,LR_8_features,8,2,Caucasian,Male,Greater than 45,1,1
8867,LR_8_features,8,2,Caucasian,Male,Less than 25,0,1
8876,LR_8_features,8,2,African-American,Male,25 - 45,0,1
8881,LR_8_features,8,2,African-American,Male,25 - 45,1,0
8899,LR_8_features,8,2,African-American,Female,25 - 45,1,0
8920,LR_8_features,8,2,African-American,Female,25 - 45,1,1
8929,LR_8_features,8,2,Hispanic,Male,25 - 45,1,0
8960,LR_8_features,8,2,African-American,Male,25 - 45,1,0
8964,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9038,LR_8_features,8,2,African-American,Female,25 - 45,0,0
9042,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
9049,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9055,LR_8_features,8,2,Hispanic,Female,Less than 25,1,0
9087,LR_8_features,8,2,Caucasian,Male,Greater than 45,1,0
9119,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9125,LR_8_features,8,2,Caucasian,Male,Greater than 45,1,0
9144,LR_8_features,8,2,African-American,Male,25 - 45,1,0
9148,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
9167,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9172,LR_8_features,8,2,African-American,Male,Less than 25,0,1
9191,LR_8_features,8,2,African-American,Male,Greater than 45,1,0
9253,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
9259,LR_8_features,8,2,Caucasian,Male,25 - 45,1,0
9262,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9282,LR_8_features,8,2,African-American,Female,Less than 25,0,0
9295,LR_8_features,8,2,Hispanic,Male,25 - 45,0,0
9306,LR_8_features,8,2,African-American,Male,Less than 25,1,0
9366,LR_8_features,8,2,Other,Female,Greater than 45,0,0
9375,LR_8_features,8,2,African-American,Female,25 - 45,1,1
9380,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
9381,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
9386,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9394,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
9401,LR_8_features,8,2,Caucasian,Male,Less than 25,0,0
9460,LR_8_features,8,2,Hispanic,Male,25 - 45,0,0
9467,LR_8_features,8,2,African-American,Male,Less than 25,1,1
9473,LR_8_features,8,2,African-American,Male,25 - 45,0,1
9475,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9541,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9556,LR_8_features,8,2,Hispanic,Male,25 - 45,0,0
9593,LR_8_features,8,2,Caucasian,Female,Greater than 45,0,0
9631,LR_8_features,8,2,Caucasian,Female,Less than 25,0,0
9641,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
9646,LR_8_features,8,2,African-American,Female,25 - 45,1,1
9664,LR_8_features,8,2,Caucasian,Female,25 - 45,1,0
9668,LR_8_features,8,2,African-American,Female,25 - 45,0,0
9676,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9712,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9724,LR_8_features,8,2,African-American,Female,Greater than 45,0,0
9732,LR_8_features,8,2,African-American,Male,Less than 25,1,1
9741,LR_8_features,8,2,African-American,Male,Less than 25,1,1
9756,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9784,LR_8_features,8,2,African-American,Male,25 - 45,0,0
9785,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
9787,LR_8_features,8,2,African-American,Female,Less than 25,1,0
9796,LR_8_features,8,2,Other,Male,Greater than 45,1,0
9799,LR_8_features,8,2,Caucasian,Male,25 - 45,1,0
9805,LR_8_features,8,2,African-American,Male,25 - 45,1,1
9845,LR_8_features,8,2,African-American,Male,Greater than 45,0,0
9862,LR_8_features,8,2,Hispanic,Male,25 - 45,0,1
9902,LR_8_features,8,2,African-American,Female,25 - 45,1,0
9908,LR_8_features,8,2,African-American,Male,Less than 25,1,1
9914,LR_8_features,8,2,Caucasian,Male,Less than 25,1,1
9968,LR_8_features,8,2,African-American,Female,25 - 45,1,0
9980,LR_8_features,8,2,African-American,Female,25 - 45,1,0
9984,LR_8_features,8,2,African-American,Male,Less than 25,0,0
9985,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
10007,LR_8_features,8,2,African-American,Male,Less than 25,0,1
10037,LR_8_features,8,2,African-American,Male,Greater than 45,1,0
10045,LR_8_features,8,2,African-American,Male,Less than 25,1,0
10052,LR_8_features,8,2,African-American,Female,25 - 45,0,0
10065,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
10107,LR_8_features,8,2,African-American,Female,25 - 45,0,0
10136,LR_8_features,8,2,African-American,Male,25 - 45,1,0
10137,LR_8_features,8,2,African-American,Male,25 - 45,0,0
10157,LR_8_features,8,2,African-American,Female,25 - 45,1,1
10165,LR_8_features,8,2,African-American,Male,25 - 45,1,1
10193,LR_8_features,8,2,African-American,Male,Less than 25,0,1
10205,LR_8_features,8,2,Hispanic,Male,25 - 45,1,0
10210,LR_8_features,8,2,African-American,Male,25 - 45,0,0
10230,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
10244,LR_8_features,8,2,Other,Male,Greater than 45,1,0
10272,LR_8_features,8,2,African-American,Male,Less than 25,0,0
10329,LR_8_features,8,2,Other,Male,Greater than 45,0,0
10335,LR_8_features,8,2,Other,Female,Greater than 45,0,0
10356,LR_8_features,8,2,Hispanic,Male,25 - 45,1,1
10428,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
10447,LR_8_features,8,2,Caucasian,Male,Greater than 45,0,0
10463,LR_8_features,8,2,African-American,Male,Less than 25,1,1
10469,LR_8_features,8,2,African-American,Male,25 - 45,0,0
10484,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
10532,LR_8_features,8,2,African-American,Male,25 - 45,1,0
10538,LR_8_features,8,2,African-American,Male,Less than 25,0,0
10553,LR_8_features,8,2,African-American,Male,25 - 45,1,1
10568,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
10575,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
10585,LR_8_features,8,2,African-American,Female,25 - 45,0,0
10586,LR_8_features,8,2,African-American,Male,Greater than 45,1,0
10599,LR_8_features,8,2,African-American,Female,25 - 45,1,0
10652,LR_8_features,8,2,African-American,Male,25 - 45,1,0
10653,LR_8_features,8,2,African-American,Male,Greater than 45,0,0
10655,LR_8_features,8,2,Other,Female,25 - 45,0,0
10685,LR_8_features,8,2,African-American,Female,25 - 45,0,0
10703,LR_8_features,8,2,African-American,Male,25 - 45,0,1
10778,LR_8_features,8,2,Caucasian,Male,25 - 45,1,0
10823,LR_8_features,8,2,Hispanic,Male,25 - 45,1,0
10843,LR_8_features,8,2,Hispanic,Male,Less than 25,0,0
10871,LR_8_features,8,2,Caucasian,Female,25 - 45,0,0
10873,LR_8_features,8,2,African-American,Female,25 - 45,1,1
10884,LR_8_features,8,2,Caucasian,Male,25 - 45,0,1
10886,LR_8_features,8,2,African-American,Female,25 - 45,1,0
10924,LR_8_features,8,2,African-American,Male,25 - 45,0,0
10934,LR_8_features,8,2,Caucasian,Male,25 - 45,0,0
10982,LR_8_features,8,2,Caucasian,Male,Less than 25,0,0
9,LR_8_features,8,3,Other,Male,25 - 45,0,0
19,LR_8_features,8,3,Caucasian,Female,Greater than 45,1,0
39,LR_8_features,8,3,African-American,Male,25 - 45,1,1
40,LR_8_features,8,3,African-American,Male,25 - 45,1,0
52,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
55,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
57,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
67,LR_8_features,8,3,African-American,Male,25 - 45,1,1
91,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
113,LR_8_features,8,3,African-American,Male,Less than 25,1,0
119,LR_8_features,8,3,African-American,Male,25 - 45,0,0
120,LR_8_features,8,3,African-American,Male,25 - 45,0,0
128,LR_8_features,8,3,African-American,Male,25 - 45,1,1
145,LR_8_features,8,3,Caucasian,Female,Less than 25,0,0
150,LR_8_features,8,3,Hispanic,Female,25 - 45,0,0
151,LR_8_features,8,3,African-American,Male,Less than 25,1,1
173,LR_8_features,8,3,African-American,Male,25 - 45,1,1
180,LR_8_features,8,3,African-American,Male,25 - 45,0,0
182,LR_8_features,8,3,Other,Female,25 - 45,0,0
222,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
241,LR_8_features,8,3,African-American,Female,25 - 45,1,0
278,LR_8_features,8,3,African-American,Male,Less than 25,1,0
304,LR_8_features,8,3,Other,Male,Less than 25,1,1
320,LR_8_features,8,3,African-American,Male,25 - 45,0,1
331,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
354,LR_8_features,8,3,African-American,Male,Less than 25,0,1
357,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
379,LR_8_features,8,3,Hispanic,Female,25 - 45,0,0
414,LR_8_features,8,3,Other,Female,25 - 45,0,0
464,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
496,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
502,LR_8_features,8,3,African-American,Male,Less than 25,0,0
516,LR_8_features,8,3,African-American,Male,25 - 45,1,1
518,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
525,LR_8_features,8,3,Other,Male,25 - 45,0,0
532,LR_8_features,8,3,Caucasian,Male,Less than 25,0,0
538,LR_8_features,8,3,African-American,Male,25 - 45,0,0
545,LR_8_features,8,3,Other,Female,Less than 25,0,0
552,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
567,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
576,LR_8_features,8,3,African-American,Male,25 - 45,1,1
580,LR_8_features,8,3,Caucasian,Male,Less than 25,0,1
608,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
656,LR_8_features,8,3,African-American,Male,25 - 45,0,1
694,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
704,LR_8_features,8,3,African-American,Male,25 - 45,0,0
722,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
731,LR_8_features,8,3,Hispanic,Male,Greater than 45,0,0
740,LR_8_features,8,3,Asian,Male,Greater than 45,1,0
752,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
753,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
803,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
820,LR_8_features,8,3,Hispanic,Male,25 - 45,0,1
882,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,0
886,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
900,LR_8_features,8,3,Caucasian,Female,Less than 25,0,0
917,LR_8_features,8,3,African-American,Male,Less than 25,1,1
918,LR_8_features,8,3,African-American,Female,25 - 45,0,0
922,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
964,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
1034,LR_8_features,8,3,African-American,Male,Less than 25,1,1
1062,LR_8_features,8,3,African-American,Male,25 - 45,0,1
1072,LR_8_features,8,3,African-American,Male,25 - 45,0,0
1073,LR_8_features,8,3,Hispanic,Male,Less than 25,0,0
1111,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
1120,LR_8_features,8,3,African-American,Male,Less than 25,0,0
1143,LR_8_features,8,3,African-American,Male,Less than 25,1,1
1212,LR_8_features,8,3,African-American,Female,Less than 25,1,0
1215,LR_8_features,8,3,Hispanic,Male,Greater than 45,0,0
1259,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
1260,LR_8_features,8,3,African-American,Male,Greater than 45,1,0
1269,LR_8_features,8,3,African-American,Male,25 - 45,0,0
1272,LR_8_features,8,3,African-American,Male,25 - 45,1,1
1276,LR_8_features,8,3,African-American,Male,Less than 25,1,1
1295,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
1336,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
1363,LR_8_features,8,3,Hispanic,Male,Greater than 45,1,0
1380,LR_8_features,8,3,African-American,Male,Greater than 45,1,0
1385,LR_8_features,8,3,African-American,Male,25 - 45,1,1
1402,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
1458,LR_8_features,8,3,Caucasian,Male,Less than 25,0,0
1460,LR_8_features,8,3,Hispanic,Female,Less than 25,1,0
1463,LR_8_features,8,3,African-American,Male,25 - 45,1,0
1484,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
1553,LR_8_features,8,3,Hispanic,Male,Greater than 45,1,0
1563,LR_8_features,8,3,African-American,Female,Greater than 45,0,0
1578,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
1601,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
1607,LR_8_features,8,3,African-American,Female,25 - 45,1,1
1630,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
1657,LR_8_features,8,3,African-American,Male,25 - 45,0,0
1670,LR_8_features,8,3,African-American,Male,Less than 25,1,1
1680,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
1733,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
1810,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
1829,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
1872,LR_8_features,8,3,African-American,Male,25 - 45,0,0
1877,LR_8_features,8,3,African-American,Male,Less than 25,1,1
1926,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
1928,LR_8_features,8,3,Hispanic,Male,Less than 25,0,1
1931,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
1951,LR_8_features,8,3,African-American,Male,Less than 25,0,1
1974,LR_8_features,8,3,African-American,Male,25 - 45,0,0
1994,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
1995,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,0
2105,LR_8_features,8,3,Hispanic,Male,Greater than 45,0,0
2107,LR_8_features,8,3,African-American,Male,Less than 25,1,1
2150,LR_8_features,8,3,African-American,Male,25 - 45,1,1
2152,LR_8_features,8,3,African-American,Female,25 - 45,0,0
2159,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
2161,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
2169,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
2184,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
2196,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
2221,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,0
2237,LR_8_features,8,3,African-American,Male,Less than 25,0,1
2252,LR_8_features,8,3,Other,Male,25 - 45,0,0
2286,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
2290,LR_8_features,8,3,African-American,Male,25 - 45,1,0
2292,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
2303,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
2311,LR_8_features,8,3,Other,Male,25 - 45,1,0
2382,LR_8_features,8,3,African-American,Male,Greater than 45,1,1
2398,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
2401,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2415,LR_8_features,8,3,Hispanic,Male,Greater than 45,0,0
2418,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
2442,LR_8_features,8,3,African-American,Male,Less than 25,1,1
2482,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2485,LR_8_features,8,3,African-American,Female,25 - 45,0,0
2489,LR_8_features,8,3,Hispanic,Male,Less than 25,0,0
2524,LR_8_features,8,3,Other,Male,Less than 25,0,0
2548,LR_8_features,8,3,African-American,Male,25 - 45,1,0
2560,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
2573,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
2574,LR_8_features,8,3,Caucasian,Male,Less than 25,0,1
2583,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
2586,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
2611,LR_8_features,8,3,African-American,Female,25 - 45,0,0
2623,LR_8_features,8,3,African-American,Male,25 - 45,0,1
2642,LR_8_features,8,3,Hispanic,Male,Less than 25,0,1
2656,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
2719,LR_8_features,8,3,African-American,Male,Less than 25,1,1
2728,LR_8_features,8,3,Asian,Male,Less than 25,0,0
2735,LR_8_features,8,3,African-American,Male,25 - 45,1,1
2762,LR_8_features,8,3,African-American,Male,Less than 25,1,1
2777,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2782,LR_8_features,8,3,African-American,Male,25 - 45,1,1
2817,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
2830,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
2852,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2883,LR_8_features,8,3,African-American,Male,25 - 45,1,1
2887,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2898,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
2928,LR_8_features,8,3,African-American,Male,25 - 45,0,0
2936,LR_8_features,8,3,African-American,Male,25 - 45,0,1
2968,LR_8_features,8,3,African-American,Male,25 - 45,1,1
2982,LR_8_features,8,3,African-American,Male,Greater than 45,1,0
2985,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,0
3025,LR_8_features,8,3,African-American,Male,25 - 45,0,0
3057,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3122,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
3136,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
3156,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
3208,LR_8_features,8,3,African-American,Female,25 - 45,0,0
3223,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,1
3225,LR_8_features,8,3,African-American,Male,Less than 25,1,1
3226,LR_8_features,8,3,African-American,Male,25 - 45,0,1
3288,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3292,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
3299,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3315,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
3316,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
3349,LR_8_features,8,3,African-American,Male,25 - 45,1,0
3360,LR_8_features,8,3,African-American,Male,Greater than 45,1,0
3363,LR_8_features,8,3,Hispanic,Male,25 - 45,1,0
3386,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
3410,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
3445,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
3454,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3488,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
3507,LR_8_features,8,3,Hispanic,Male,Greater than 45,0,0
3529,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
3533,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
3563,LR_8_features,8,3,African-American,Male,Greater than 45,1,1
3585,LR_8_features,8,3,Caucasian,Male,Greater than 45,1,0
3591,LR_8_features,8,3,Hispanic,Male,25 - 45,0,1
3598,LR_8_features,8,3,African-American,Male,25 - 45,0,0
3628,LR_8_features,8,3,African-American,Male,Less than 25,1,1
3649,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3675,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3676,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
3691,LR_8_features,8,3,Other,Male,Less than 25,1,0
3704,LR_8_features,8,3,Hispanic,Female,25 - 45,0,0
3710,LR_8_features,8,3,African-American,Male,Less than 25,1,1
3728,LR_8_features,8,3,Other,Male,Greater than 45,0,0
3778,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
3800,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3804,LR_8_features,8,3,African-American,Male,25 - 45,0,0
3824,LR_8_features,8,3,African-American,Male,25 - 45,1,0
3835,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
3840,LR_8_features,8,3,African-American,Male,25 - 45,0,1
3896,LR_8_features,8,3,Hispanic,Male,Less than 25,1,1
3906,LR_8_features,8,3,African-American,Male,25 - 45,1,1
3920,LR_8_features,8,3,Other,Male,25 - 45,0,0
3966,LR_8_features,8,3,African-American,Male,Greater than 45,1,1
3969,LR_8_features,8,3,African-American,Male,Less than 25,1,1
3982,LR_8_features,8,3,African-American,Male,25 - 45,0,0
3988,LR_8_features,8,3,African-American,Female,25 - 45,1,0
3997,LR_8_features,8,3,African-American,Male,25 - 45,1,0
3999,LR_8_features,8,3,African-American,Male,25 - 45,0,0
4004,LR_8_features,8,3,African-American,Female,25 - 45,0,0
4060,LR_8_features,8,3,African-American,Male,25 - 45,0,0
4065,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
4088,LR_8_features,8,3,African-American,Male,25 - 45,0,0
4099,LR_8_features,8,3,African-American,Male,Less than 25,0,1
4111,LR_8_features,8,3,African-American,Male,Greater than 45,0,0
4139,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4144,LR_8_features,8,3,African-American,Male,Less than 25,0,1
4160,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
4170,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
4178,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
4186,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
4189,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4227,LR_8_features,8,3,Hispanic,Male,25 - 45,1,0
4235,LR_8_features,8,3,African-American,Male,Greater than 45,1,1
4240,LR_8_features,8,3,Hispanic,Male,Less than 25,1,0
4245,LR_8_features,8,3,African-American,Male,25 - 45,0,0
4255,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
4274,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4284,LR_8_features,8,3,Other,Male,Greater than 45,1,0
4297,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
4300,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
4305,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
4341,LR_8_features,8,3,Other,Male,25 - 45,1,1
4381,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
4385,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4387,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4442,LR_8_features,8,3,Caucasian,Male,Less than 25,0,1
4488,LR_8_features,8,3,Hispanic,Male,Less than 25,1,1
4492,LR_8_features,8,3,African-American,Female,Less than 25,0,0
4512,LR_8_features,8,3,African-American,Male,Less than 25,1,1
4566,LR_8_features,8,3,African-American,Female,25 - 45,0,0
4574,LR_8_features,8,3,Caucasian,Male,25 - 45,1,1
4643,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4645,LR_8_features,8,3,Other,Male,Greater than 45,0,0
4668,LR_8_features,8,3,Caucasian,Female,Greater than 45,0,0
4670,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
4683,LR_8_features,8,3,Hispanic,Male,25 - 45,0,0
4694,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
4698,LR_8_features,8,3,African-American,Male,Greater than 45,0,1
4701,LR_8_features,8,3,Caucasian,Male,25 - 45,0,1
4707,LR_8_features,8,3,African-American,Male,Less than 25,1,0
4710,LR_8_features,8,3,Caucasian,Female,25 - 45,1,1
4749,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
4797,LR_8_features,8,3,Caucasian,Male,25 - 45,0,1
4831,LR_8_features,8,3,Caucasian,Male,25 - 45,0,1
4834,LR_8_features,8,3,African-American,Female,25 - 45,0,0
4860,LR_8_features,8,3,African-American,Female,Less than 25,0,0
4864,LR_8_features,8,3,African-American,Female,25 - 45,0,1
4866,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4886,LR_8_features,8,3,African-American,Male,25 - 45,1,1
4900,LR_8_features,8,3,Other,Female,25 - 45,0,0
4912,LR_8_features,8,3,Hispanic,Male,Less than 25,0,1
4933,LR_8_features,8,3,African-American,Male,25 - 45,0,1
4948,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
4950,LR_8_features,8,3,African-American,Male,Less than 25,0,0
4951,LR_8_features,8,3,Hispanic,Female,Greater than 45,0,0
4952,LR_8_features,8,3,African-American,Male,Greater than 45,1,0
4971,LR_8_features,8,3,African-American,Male,Less than 25,1,1
5001,LR_8_features,8,3,African-American,Male,Less than 25,1,0
5027,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5098,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5112,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5119,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5122,LR_8_features,8,3,African-American,Male,Less than 25,1,1
5123,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5138,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
5147,LR_8_features,8,3,Other,Male,Less than 25,1,0
5168,LR_8_features,8,3,African-American,Male,Less than 25,1,1
5183,LR_8_features,8,3,African-American,Male,Less than 25,0,0
5190,LR_8_features,8,3,Other,Male,25 - 45,1,0
5198,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
5215,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
5272,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
5295,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5342,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
5348,LR_8_features,8,3,African-American,Female,25 - 45,1,0
5349,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
5360,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
5380,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5403,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5423,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
5454,LR_8_features,8,3,Caucasian,Female,25 - 45,1,0
5489,LR_8_features,8,3,African-American,Male,Less than 25,1,1
5511,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
5514,LR_8_features,8,3,Other,Male,Greater than 45,0,0
5519,LR_8_features,8,3,African-American,Male,25 - 45,0,0
5556,LR_8_features,8,3,African-American,Male,Greater than 45,1,1
5564,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5574,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5583,LR_8_features,8,3,African-American,Male,25 - 45,1,1
5584,LR_8_features,8,3,African-American,Male,Greater than 45,0,1
5594,LR_8_features,8,3,Caucasian,Male,Less than 25,1,1
5601,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
5617,LR_8_features,8,3,Caucasian,Male,Greater than 45,0,0
5623,LR_8_features,8,3,Caucasian,Male,25 - 45,1,0
5628,LR_8_features,8,3,Caucasian,Male,25 - 45,0,0
5654,LR_8_features,8,3,African-American,Male,25 - 45,0,0
5659,LR_8_features,8,3,Caucasian,Female,25 - 45,0,0
5667,LR_8_features,8,3,Hispanic,Male,25 - 45,1,0
5684,LR_8_features,8,3,African-American,Male,Less than 25,0,1
5689,LR_8_features,8,3,Caucasian,Male,Less than 25,0,1
5716,LR_8_features,8,3,African-American,Male,25 - 45,0,1
