sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,two_year_recid
1,24,0,0,2,1,363,1
1,22,0,0,0,0,142,0
1,60,0,0,12,0,118,0
1,33,0,0,6,1,35,0
1,34,0,0,2,1,35,1
1,24,0,0,4,1,35,0
1,27,0,0,0,1,35,1
1,29,1,1,4,0,59,1
1,21,1,0,1,0,103,1
0,42,0,0,0,0,267,1
1,32,0,0,1,0,146,0
1,30,0,0,3,1,35,0
1,22,0,0,1,0,363,1
1,20,0,0,0,1,35,1
1,57,0,0,0,1,35,0
1,51,0,0,3,0,142,1
1,21,0,0,0,0,158,0
1,22,0,0,0,0,154,0
1,35,0,0,4,0,320,1
1,58,0,0,2,0,41,0
0,32,0,0,0,0,64,1
1,30,0,0,9,1,204,1
1,20,0,0,0,0,56,1
0,45,0,0,5,1,84,0
1,31,0,0,4,0,363,1
0,53,0,0,1,1,35,0
1,44,0,0,0,1,266,0
0,44,0,0,1,1,117,0
1,21,0,0,0,0,193,1
1,28,0,0,0,1,88,0
1,28,0,0,2,1,35,0
1,24,0,0,0,0,247,1
1,28,0,0,0,0,236,0
1,53,0,0,4,0,267,0
1,20,0,0,1,0,236,0
1,21,0,0,0,1,81,0
1,37,0,0,1,1,35,1
1,30,0,0,0,1,35,0
1,26,0,0,2,0,363,1
0,26,0,0,5,0,223,1
0,39,0,0,1,0,363,0
1,44,0,0,2,0,363,0
1,45,0,0,0,1,35,0
1,30,0,0,1,0,158,0
1,23,0,0,6,0,103,1
1,42,0,0,0,0,146,0
1,54,0,0,4,1,77,0
1,47,0,0,7,0,146,1
1,26,0,0,0,0,110,1
1,29,0,0,7,1,35,1
1,51,0,0,7,0,49,1
1,44,0,0,0,1,35,0
1,49,0,0,12,1,239,0
1,22,0,0,0,0,211,1
1,32,0,0,4,1,316,1
1,27,0,0,0,1,35,0
1,30,0,0,0,1,85,0
0,51,0,0,5,0,363,0
1,27,0,0,4,0,158,1
1,32,0,0,0,0,320,1
1,43,0,0,2,0,363,0
1,37,0,0,2,0,174,0
1,26,0,0,0,0,49,1
1,26,0,0,0,1,35,0
0,58,0,0,4,0,158,0
0,22,0,0,1,1,117,0
1,21,2,0,2,0,267,1
1,31,0,0,0,0,154,1
1,43,0,0,2,0,363,0
1,23,0,0,0,1,35,0
1,25,0,0,0,0,158,0
1,22,0,0,6,0,363,0
1,30,0,0,6,0,232,0
1,25,0,3,15,0,236,1
1,20,0,0,0,0,206,1
1,33,0,0,1,0,70,1
1,59,0,0,1,0,267,0
1,53,0,0,8,0,267,1
1,34,0,0,2,1,363,0
1,36,0,0,6,0,254,0
1,23,0,0,0,0,247,0
1,32,0,0,2,1,363,0
1,32,0,0,11,1,363,1
0,24,0,0,0,1,35,0
1,30,0,0,7,0,206,1
1,28,0,0,1,1,35,0
1,43,0,0,4,0,52,1
1,35,0,0,3,1,35,0
1,19,3,0,2,0,363,1
1,22,0,0,1,1,35,1
1,29,0,0,0,0,320,0
0,23,0,0,0,1,35,0
0,33,0,0,0,1,196,0
1,35,0,0,1,1,280,0
1,53,0,0,0,0,251,0
1,59,0,0,17,0,363,1
0,48,0,0,0,1,35,0
0,33,0,0,1,0,190,0
1,44,0,0,0,1,316,0
1,31,0,0,10,0,118,1
1,28,0,0,2,0,28,1
1,26,0,0,0,0,212,0
1,22,0,3,3,0,264,0
1,29,0,0,0,1,35,0
1,20,0,1,2,0,56,1
1,44,0,0,0,1,35,0
1,41,0,0,2,0,363,0
0,28,0,0,4,0,236,0
1,27,0,0,1,1,316,1
1,31,0,0,7,1,122,0
1,26,0,0,3,0,74,1
1,20,0,0,0,0,320,0
1,55,0,0,2,1,35,1
1,36,0,0,0,0,118,0
1,23,1,0,1,1,35,0
1,34,0,2,19,0,136,1
0,59,0,0,1,0,157,0
1,37,0,0,0,0,79,1
0,28,0,0,0,0,267,1
1,31,0,0,0,0,154,0
0,38,0,0,14,0,267,1
1,33,0,0,0,0,266,1
1,27,0,0,3,0,158,1
1,25,0,0,2,1,288,1
0,42,0,0,2,0,57,0
1,22,0,0,3,0,353,1
1,45,0,0,1,0,292,1
0,21,0,0,1,1,332,1
1,52,0,0,2,1,336,0
1,29,0,0,0,1,35,0
0,37,0,0,0,1,279,0
1,34,0,0,0,0,13,0
1,53,0,0,0,1,35,1
0,30,0,0,8,0,292,1
1,28,0,0,1,0,11,0
1,21,0,0,1,0,155,0
1,22,0,0,1,0,266,0
1,42,0,0,1,1,35,1
1,26,0,0,3,0,266,1
1,54,0,0,9,1,363,0
1,30,2,0,20,0,143,1
0,26,0,0,1,0,158,1
1,41,0,0,0,1,23,0
1,23,1,0,5,1,355,1
1,43,0,0,1,0,142,1
1,22,0,0,0,1,316,1
0,27,0,0,6,0,158,1
0,42,0,0,2,1,363,0
1,25,0,0,8,0,158,1
1,49,0,0,4,1,35,0
1,52,0,0,1,0,146,0
0,60,0,0,2,0,5,0
0,23,0,0,0,1,35,0
1,30,0,0,2,1,116,0
1,48,0,0,9,0,363,1
1,32,0,0,2,0,118,1
1,24,0,0,5,0,146,1
1,22,0,0,3,0,363,1
1,44,0,0,2,0,146,0
1,32,0,0,3,0,143,0
0,27,0,0,1,1,35,0
1,52,0,0,15,1,117,1
1,61,0,0,3,1,35,1
1,69,0,0,3,1,35,0
0,21,0,0,1,0,158,0
1,31,1,0,2,1,239,1
1,19,0,2,3,0,158,1
1,24,0,5,12,1,363,1
1,24,0,0,3,0,158,1
1,30,0,0,6,0,363,0
1,43,0,0,4,0,313,1
1,24,0,0,4,0,158,0
0,30,0,0,7,1,363,0
1,25,0,0,5,0,181,1
0,56,0,0,1,0,145,0
1,21,0,0,1,0,363,0
1,31,3,0,6,0,287,1
0,23,0,0,1,0,363,0
1,30,1,0,15,0,56,1
1,64,0,0,0,0,302,0
0,21,0,0,0,0,158,1
1,36,0,0,5,0,363,0
0,50,0,0,1,0,363,0
1,23,0,0,0,1,35,1
0,25,0,0,5,0,251,0
1,54,0,0,14,1,35,1
1,25,0,0,5,1,363,1
1,63,0,0,0,1,35,1
1,35,0,0,2,1,23,0
1,25,0,0,8,1,35,1
1,33,0,0,0,1,35,0
1,29,0,0,7,0,363,0
1,37,1,0,12,1,113,1
0,20,0,2,3,1,35,1
1,32,0,0,1,0,206,1
1,72,0,0,1,1,117,0
1,38,0,0,0,0,267,0
1,40,0,0,0,0,267,0
1,23,0,0,0,0,49,0
1,21,0,0,5,0,223,1
1,27,0,0,4,0,236,1
1,55,0,0,13,0,267,1
0,41,0,0,0,1,35,0
1,56,0,0,1,1,35,0
1,55,0,0,11,1,363,0
1,28,0,0,3,0,236,0
1,53,0,0,0,1,35,0
1,27,0,0,6,0,260,1
1,22,0,0,0,0,158,1
0,22,0,0,0,0,158,1
1,33,0,0,7,1,358,1
1,34,0,0,15,0,363,0
1,32,0,0,12,0,267,0
1,47,4,0,14,0,158,1
1,25,0,4,14,0,154,1
1,56,0,0,0,0,142,0
1,28,0,0,4,0,51,1
1,20,2,0,2,0,158,1
0,29,0,0,11,0,267,0
1,72,0,0,3,0,363,0
0,24,0,0,2,1,23,1
1,45,0,0,3,0,27,0
1,30,0,0,7,1,23,1
1,45,0,0,0,1,35,0
1,47,0,0,0,1,35,0
1,24,0,0,0,0,44,1
1,20,0,0,0,1,35,1
1,51,0,0,6,0,363,1
0,49,0,0,2,1,358,1
1,41,0,0,5,0,146,0
1,49,0,0,1,0,287,0
0,28,0,0,0,1,35,0
1,33,0,0,2,1,116,0
1,46,0,0,0,0,118,0
1,21,0,0,0,1,114,0
1,26,0,1,14,0,206,1
1,58,0,0,24,0,147,1
0,20,0,0,2,0,363,1
1,28,0,0,0,1,239,1
1,21,0,0,0,0,158,1
1,34,0,0,3,1,363,0
1,32,2,0,15,0,118,1
1,38,0,0,10,0,293,1
1,22,0,0,0,0,56,0
1,42,0,0,2,0,267,1
0,57,0,0,0,1,112,0
0,56,0,0,1,0,287,0
1,30,0,2,11,0,315,0
1,29,0,0,2,1,116,0
1,46,0,0,15,0,118,1
0,24,0,0,0,0,140,0
0,70,0,0,1,0,363,0
0,45,0,0,1,1,35,0
0,39,0,1,6,0,158,0
1,25,0,1,6,0,363,0
1,46,0,0,0,0,79,0
1,28,0,0,0,1,35,1
1,27,0,0,1,0,158,0
1,43,0,0,11,0,145,1
1,30,0,0,9,0,267,1
1,29,0,0,1,0,267,0
1,54,0,0,8,0,267,1
0,20,0,0,0,0,267,0
1,29,0,0,0,0,142,0
1,24,0,2,8,0,363,1
1,45,0,0,2,1,60,0
1,31,0,0,5,0,363,1
1,23,0,0,0,0,10,1
1,21,0,0,0,0,158,1
1,61,0,0,0,1,117,0
0,51,0,0,5,1,35,1
1,43,0,0,9,0,270,0
1,36,0,0,0,0,146,0
1,58,0,0,3,0,147,1
1,57,0,0,12,0,267,0
1,37,0,0,2,0,251,0
1,44,0,0,6,0,363,0
1,45,0,0,8,0,363,1
1,26,0,1,13,0,118,1
1,34,1,0,9,0,1,1
1,25,0,0,0,0,5,0
1,31,0,0,8,1,35,1
1,43,0,0,1,0,363,0
1,30,0,0,0,1,35,0
1,50,0,0,0,1,117,0
0,31,0,0,2,0,154,0
0,33,0,0,7,1,35,0
1,32,0,0,1,0,136,1
0,46,0,0,0,1,35,1
1,37,0,0,8,0,146,1
0,32,0,0,6,0,363,1
0,23,0,0,2,0,158,1
1,21,0,0,0,0,206,0
1,49,0,0,2,1,35,0
1,55,0,0,3,0,267,1
1,22,0,0,0,0,353,0
0,31,0,0,7,0,146,1
1,22,0,0,0,1,204,1
1,28,0,0,5,1,239,0
1,21,0,0,1,0,158,1
1,30,0,2,21,0,363,1
1,22,0,0,13,0,210,1
1,35,0,1,23,0,223,1
1,28,2,1,11,0,150,0
1,24,0,0,1,0,118,0
1,32,1,3,24,0,118,1
0,24,0,0,1,0,158,0
1,57,0,0,19,0,146,0
1,28,0,0,0,0,71,0
1,51,0,0,0,1,35,0
1,26,0,0,0,1,343,1
1,20,0,0,0,0,265,1
1,25,0,1,6,1,363,0
1,19,0,0,0,1,35,1
1,49,0,0,1,0,363,1
1,57,0,0,27,1,363,0
0,27,0,0,0,1,35,0
1,66,0,0,1,1,363,0
1,21,0,0,0,0,363,0
1,45,0,0,1,0,267,0
1,37,2,3,24,0,57,0
1,44,0,0,13,0,74,1
1,64,0,0,0,0,158,0
1,30,0,0,1,0,105,1
1,61,0,0,1,1,363,0
0,49,0,0,8,0,363,0
1,23,0,0,0,0,320,0
1,21,0,0,0,0,297,1
0,30,0,0,2,0,56,1
1,27,0,0,2,1,239,0
1,38,0,0,1,1,35,0
1,48,0,0,14,0,363,1
1,26,0,0,0,1,35,0
1,24,0,1,4,0,267,1
0,28,0,0,2,0,251,1
0,44,0,0,4,0,267,1
1,23,0,0,2,0,231,0
0,34,0,0,1,0,363,1
1,20,0,1,1,0,49,1
0,36,0,0,0,1,87,0
1,58,0,0,1,0,363,0
0,35,0,0,4,0,143,0
1,23,0,0,3,0,56,0
1,40,0,0,1,0,33,0
1,23,0,0,3,1,358,1
1,27,0,0,0,1,125,1
0,26,0,0,3,0,57,0
1,49,0,0,1,0,142,0
1,47,0,0,6,0,28,0
1,34,0,0,7,0,266,1
1,27,0,0,10,0,363,0
0,52,0,0,0,1,35,0
1,26,0,0,0,1,201,1
1,25,0,0,9,0,118,0
1,51,0,0,1,0,363,0
0,29,0,0,1,1,286,0
1,46,0,0,0,0,314,0
1,28,0,0,6,0,158,0
1,57,0,0,0,0,142,0
1,34,0,0,27,0,147,1
1,27,0,0,3,0,363,0
1,25,0,0,7,1,355,1
1,31,0,0,1,0,158,1
1,37,0,0,8,0,56,0
1,51,0,0,0,0,267,1
1,28,0,1,8,0,287,0
1,56,0,0,4,0,267,0
1,45,0,0,15,0,27,1
1,26,0,0,7,0,52,1
1,33,0,0,7,0,142,1
1,23,0,0,0,1,35,0
1,31,0,0,0,1,214,0
1,32,0,0,0,0,12,0
1,30,0,0,1,1,117,1
1,66,0,0,1,0,363,0
0,40,0,0,0,0,157,0
1,59,0,0,4,1,35,0
1,27,0,0,3,1,172,0
1,22,0,0,0,0,158,0
1,58,0,0,1,0,138,0
1,29,0,0,2,0,158,0
1,27,0,0,0,0,10,1
1,24,0,0,0,0,251,0
0,35,0,1,3,0,5,0
1,29,0,2,7,0,158,1
1,30,1,0,5,0,11,1
1,23,0,1,1,0,247,0
1,32,0,0,2,0,259,1
1,22,0,0,2,0,363,0
1,21,0,0,0,1,35,0
0,43,0,0,0,1,35,0
1,29,0,0,0,0,230,0
1,43,0,0,1,0,294,0
1,25,0,0,1,0,363,0
1,47,0,0,0,1,35,0
0,21,0,0,0,0,158,0
1,54,0,0,0,1,35,0
1,34,0,0,3,0,175,1
0,28,0,0,2,1,35,0
0,53,0,0,4,0,212,1
1,54,0,0,0,1,312,0
1,34,0,0,2,0,146,0
0,60,0,0,0,0,41,1
1,22,0,0,0,0,158,0
1,51,0,0,3,0,146,0
1,29,0,0,0,0,142,1
1,28,0,0,5,1,363,0
1,33,0,0,0,0,154,1
1,43,0,0,4,1,35,0
1,32,0,0,5,0,287,1
0,35,0,0,0,0,267,1
1,23,0,0,1,0,140,1
1,25,0,0,4,0,73,1
1,69,0,0,6,0,118,1
1,47,0,0,23,0,229,1
1,29,0,1,13,0,223,1
1,26,0,0,9,0,115,1
1,28,0,0,0,0,101,0
1,48,0,0,1,1,117,1
1,44,0,0,0,1,35,0
1,42,0,0,7,1,116,0
1,39,0,0,5,0,158,0
1,55,0,0,0,1,35,0
1,27,0,0,5,0,52,1
0,31,0,0,0,1,35,0
1,25,0,0,0,0,226,0
1,32,0,0,6,1,285,0
1,36,0,0,2,0,118,0
1,21,0,0,3,0,363,1
1,39,0,0,2,1,117,0
0,26,0,0,0,1,35,0
1,28,0,0,8,0,158,1
1,67,0,0,2,1,285,1
1,37,0,0,3,1,117,0
1,23,0,0,2,1,75,1
0,49,0,0,14,1,35,1
1,32,0,0,9,1,330,1
1,41,0,0,9,1,35,0
1,25,0,0,1,1,35,0
1,58,0,0,0,1,35,0
1,44,2,0,19,1,35,1
1,28,0,0,1,0,8,0
0,39,0,0,0,0,158,1
1,54,0,0,0,0,2,0
1,43,0,0,0,1,88,0
1,31,0,0,5,1,35,0
1,30,4,1,11,0,206,0
1,27,0,1,4,1,35,1
1,28,0,0,0,1,35,1
1,24,0,0,0,1,242,0
1,43,0,0,0,1,316,0
1,44,0,0,10,1,117,1
1,23,0,0,0,0,206,0
1,36,0,0,5,1,355,1
1,27,0,0,1,0,363,0
1,24,0,0,0,0,139,1
1,66,0,0,0,1,35,0
0,36,0,0,3,0,267,0
1,23,0,0,1,0,267,1
0,22,0,0,0,1,35,1
1,56,0,0,4,0,267,0
0,58,0,0,3,1,363,0
1,24,0,1,3,1,87,0
1,22,0,0,0,0,50,1
1,39,0,0,0,1,35,0
1,46,0,0,10,0,363,1
1,38,0,0,1,0,260,1
1,23,0,0,0,1,357,1
1,25,0,0,0,0,141,0
1,31,0,0,19,0,118,1
0,25,0,0,1,1,35,1
1,26,0,0,6,0,363,0
1,25,0,0,2,0,247,0
1,37,0,0,11,0,118,1
1,36,0,0,0,0,158,0
1,26,0,0,1,0,206,1
1,35,0,0,7,0,287,1
1,22,0,0,2,0,73,1
1,25,0,0,0,0,14,0
1,24,0,0,2,1,316,1
1,21,0,0,0,0,158,1
1,32,2,0,15,0,267,1
1,33,0,0,2,1,35,1
1,33,0,0,10,0,267,1
1,29,0,0,0,1,88,0
1,50,0,0,8,0,91,0
1,33,0,0,14,0,118,1
1,37,0,1,13,0,2,1
1,27,0,0,9,0,56,1
1,27,0,0,0,1,35,0
1,58,0,0,1,0,363,0
1,27,0,0,4,0,101,0
1,28,0,0,1,0,267,1
0,31,0,0,0,1,35,0
1,24,0,0,3,1,363,0
1,26,0,0,6,0,266,1
1,43,0,0,0,1,89,0
1,22,0,0,3,0,140,1
1,23,0,0,0,0,56,0
1,42,0,0,0,1,117,0
1,30,0,3,18,1,35,0
1,29,0,0,1,0,132,0
1,38,0,0,2,0,363,1
1,26,0,0,3,1,205,0
1,51,0,0,5,1,116,0
1,23,0,0,0,0,154,1
1,34,0,0,7,0,363,1
1,35,0,0,1,1,359,0
1,22,0,0,0,0,236,0
1,29,0,0,10,1,23,1
1,40,0,0,0,0,314,0
1,36,0,0,2,0,267,0
1,26,0,0,8,0,363,1
1,25,0,0,1,0,55,1
1,69,0,0,0,1,87,0
1,27,0,1,1,0,158,0
1,20,0,0,0,0,158,1
1,27,0,0,1,0,324,0
0,24,0,0,6,1,363,0
1,42,0,0,0,0,13,0
1,25,0,0,1,0,49,0
1,25,0,0,0,0,353,0
1,22,0,0,0,0,206,0
1,21,0,0,0,0,55,0
1,30,0,0,1,1,35,0
1,46,0,0,9,1,35,0
1,26,0,0,2,1,35,0
1,33,0,0,0,0,363,1
1,40,0,0,1,1,35,0
1,34,0,0,0,0,267,0
1,22,0,0,1,0,158,1
1,31,0,0,4,1,23,1
1,59,0,0,3,1,117,1
1,50,0,0,0,0,17,0
1,57,0,0,8,0,143,1
1,31,0,0,5,1,23,0
1,44,0,0,9,0,158,0
1,48,0,0,5,0,267,1
0,25,0,0,0,0,158,0
1,51,0,0,5,1,363,0
1,50,0,0,0,0,363,1
1,57,0,0,2,0,363,0
1,55,0,0,0,1,84,0
1,59,0,0,4,0,267,1
0,42,0,0,0,0,5,0
1,32,0,0,21,0,147,1
1,42,0,0,1,0,320,0
1,29,0,0,8,0,363,1
1,21,0,0,1,0,363,0
1,58,0,0,0,1,86,0
1,22,0,0,1,0,206,1
1,46,0,0,1,1,35,1
1,50,0,0,0,1,35,1
1,46,0,0,2,0,158,0
0,44,0,1,11,0,267,1
1,35,0,0,4,1,35,0
1,30,0,1,14,0,154,1
1,42,0,0,2,0,267,0
1,46,0,0,5,0,154,1
1,42,0,0,0,0,223,1
1,29,0,0,7,0,17,1
1,32,0,0,8,0,17,0
0,33,0,0,1,1,35,0
1,25,0,0,4,0,292,0
0,33,0,0,0,1,35,0
1,35,0,0,1,0,267,1
1,56,0,0,1,0,363,0
1,38,0,0,0,1,35,1
0,40,0,0,4,1,363,0
1,28,0,0,4,0,158,0
1,51,0,0,0,1,35,0
1,35,0,0,2,1,35,0
1,61,0,0,5,0,267,0
1,25,0,0,0,0,227,0
1,25,0,0,4,0,146,1
1,26,0,0,0,1,204,0
1,42,0,0,1,1,35,0
0,25,0,0,1,0,158,0
1,26,0,1,13,1,116,1
1,31,0,0,9,0,232,0
1,35,0,0,1,0,267,0
1,34,0,0,0,0,177,0
0,33,0,0,1,1,35,0
1,30,0,0,3,0,62,0
0,50,0,0,7,1,35,0
1,21,0,0,0,0,50,0
1,31,0,0,2,0,208,1
0,23,0,0,0,1,35,0
1,25,0,0,1,0,49,0
0,24,0,0,1,0,363,0
1,31,0,0,13,1,239,1
1,60,0,0,0,0,158,0
1,30,0,0,2,0,363,0
1,46,0,0,0,1,117,0
1,21,0,0,0,1,35,1
1,35,0,0,0,0,206,0
1,23,0,0,1,0,158,1
1,23,0,0,3,0,158,1
1,28,0,0,2,1,288,0
1,46,0,0,2,1,239,0
1,56,0,0,1,0,363,0
1,24,0,0,1,1,35,1
0,33,0,0,0,1,35,0
1,48,0,0,2,1,363,0
1,33,0,0,11,0,208,1
1,30,0,1,7,0,241,1
0,43,0,0,7,0,2,0
1,32,0,0,0,0,118,0
1,49,0,0,4,0,13,0
1,24,0,0,0,0,295,0
1,26,0,0,1,0,154,0
1,42,0,0,0,0,5,0
1,22,0,0,1,0,56,1
1,29,0,0,7,1,35,1
1,39,0,0,0,1,35,0
1,27,0,2,13,0,363,1
1,38,0,0,2,0,267,1
1,20,0,0,0,0,49,1
1,25,2,0,4,0,363,1
1,53,0,0,0,1,35,0
0,27,0,0,0,1,35,1
1,50,0,0,1,1,355,1
1,41,0,0,4,0,64,0
1,22,0,0,5,0,251,1
1,22,0,0,0,0,154,1
1,25,0,0,2,0,206,0
1,42,0,0,1,0,146,1
1,24,0,0,0,0,266,0
1,37,0,0,4,0,363,0
1,37,0,0,0,1,239,0
1,35,0,0,1,0,17,1
0,24,0,0,0,0,267,0
1,49,0,0,2,1,88,0
1,38,0,0,9,0,363,0
0,30,0,0,0,1,35,0
1,22,0,0,3,0,42,0
1,25,0,0,0,0,213,1
1,52,0,0,0,1,117,0
1,26,0,0,0,0,17,0
1,45,0,0,9,0,147,1
1,20,0,0,0,0,363,1
1,29,0,0,4,0,363,0
1,43,0,0,1,0,363,1
1,26,0,0,2,0,82,0
0,46,0,0,4,0,363,0
0,46,0,0,0,0,146,0
1,29,0,0,12,0,267,1
1,41,0,0,0,1,88,0
0,25,0,0,5,0,209,0
1,23,1,0,2,0,105,0
1,30,0,0,0,1,88,0
1,34,0,0,1,0,363,0
1,70,0,0,11,0,267,1
1,52,0,0,2,0,363,0
1,51,0,0,4,1,316,0
1,55,0,0,21,0,143,1
0,49,0,0,1,0,363,0
0,47,0,0,0,0,41,0
1,27,0,0,0,1,35,0
1,25,0,2,5,1,87,1
1,37,0,0,26,0,118,1
1,21,0,0,1,0,267,1
1,21,0,0,0,0,55,0
1,25,0,0,4,0,267,1
0,27,0,0,3,0,190,1
1,30,0,0,3,0,74,1
1,70,0,0,0,1,88,0
1,37,0,0,11,0,103,1
1,46,0,0,5,0,3,1
1,43,0,0,18,0,363,1
1,38,0,0,15,0,13,0
1,29,0,0,0,0,73,0
1,37,0,0,8,1,202,1
0,27,0,0,0,0,266,0
1,31,0,0,6,1,35,0
1,29,0,0,3,0,363,1
0,30,0,0,0,1,35,0
0,25,0,0,2,0,363,1
1,40,0,0,3,0,118,0
1,33,0,0,1,1,316,0
1,26,0,0,5,0,323,1
1,61,0,0,1,1,88,0
1,30,0,0,2,0,348,0
1,62,0,0,0,1,23,0
0,27,0,0,4,1,171,1
1,48,0,0,9,0,154,0
0,40,0,0,0,0,267,0
1,24,0,0,0,0,260,0
1,22,0,0,0,0,158,1
1,30,0,0,4,1,35,1
1,63,0,0,0,1,88,0
1,33,0,0,4,0,267,0
1,43,0,0,0,1,117,1
1,26,0,0,3,0,206,1
1,51,0,0,1,0,191,0
1,39,0,0,3,0,363,1
1,32,0,0,14,0,146,1
1,22,0,0,0,1,204,0
1,59,0,0,0,0,267,0
1,38,0,5,37,1,363,1
1,23,0,0,2,0,363,0
1,42,0,0,0,1,35,1
1,38,0,0,2,0,51,1
0,34,0,0,2,0,266,0
0,36,0,0,7,0,75,1
1,36,0,0,0,1,35,1
1,31,0,0,1,0,142,0
0,28,0,0,3,0,363,1
1,28,0,0,1,0,236,1
1,43,0,0,0,0,103,0
1,40,0,0,1,0,363,0
1,31,0,2,15,0,267,1
1,54,0,0,6,0,267,1
1,24,0,0,17,0,363,1
1,21,0,0,1,0,363,1
1,22,0,0,0,0,353,0
0,45,0,0,1,0,5,0
1,29,0,0,1,1,90,1
1,46,0,0,10,0,142,1
1,21,0,1,1,0,49,0
1,35,0,0,6,0,42,1
1,52,0,0,1,1,355,1
1,48,0,0,0,1,87,0
0,29,0,0,9,1,205,1
1,48,0,0,0,1,35,0
1,31,0,0,10,0,363,1
1,21,0,0,3,0,206,1
1,47,0,0,0,1,35,0
1,21,1,2,3,0,75,1
1,35,3,0,13,0,267,0
1,46,0,0,3,1,201,1
1,34,0,0,5,0,158,1
1,52,0,0,2,0,363,0
1,21,0,0,0,1,35,1
1,53,0,0,1,1,10,0
0,19,0,0,0,0,143,1
1,22,0,0,0,1,199,0
1,45,0,0,1,0,363,0
0,27,0,0,0,0,57,0
1,25,0,0,0,1,35,0
1,30,0,0,0,0,145,1
1,31,0,0,2,0,118,1
1,28,0,0,3,0,363,0
1,36,0,0,3,1,35,1
1,27,0,0,7,0,363,1
1,42,0,0,1,0,267,0
1,35,0,0,0,0,267,1
0,33,0,0,2,0,212,0
1,25,0,1,21,0,363,1
0,42,0,0,0,1,35,0
1,21,0,0,0,0,158,1
0,28,0,0,0,1,35,0
1,27,0,0,25,0,363,1
0,21,0,0,0,0,56,0
1,26,0,0,0,1,35,1
1,36,0,0,0,0,142,0
1,49,0,0,0,0,267,1
1,44,0,0,0,0,267,1
1,28,0,0,1,1,35,0
0,35,0,0,12,0,251,1
1,34,0,0,3,0,146,0
1,45,0,0,15,0,118,1
1,28,0,0,9,0,118,1
0,25,0,0,1,0,5,0
1,21,0,1,1,1,23,0
1,48,0,0,1,0,162,0
1,37,0,0,1,1,35,0
1,24,0,0,3,0,267,1
1,37,0,0,1,1,35,1
1,39,0,0,1,0,308,0
1,24,0,0,1,0,49,1
1,23,0,0,1,0,363,1
1,43,0,0,5,0,55,0
1,28,0,0,6,1,363,1
1,53,0,0,1,1,88,0
0,27,0,0,2,1,205,1
1,39,0,0,0,1,355,0
1,47,0,0,22,0,146,1
1,28,0,0,4,0,353,1
1,36,0,0,2,0,236,0
0,24,0,0,1,0,363,0
1,23,0,0,3,0,320,0
1,26,0,0,2,0,5,0
1,31,0,0,7,0,158,1
0,30,0,3,14,0,62,1
1,25,0,0,2,1,117,0
1,24,0,0,6,0,105,1
1,26,0,0,2,1,35,0
0,20,0,0,0,0,158,0
1,23,0,0,0,0,236,0
1,26,0,0,5,0,363,1
1,40,0,0,4,1,117,0
1,19,0,1,1,0,363,1
1,53,0,0,1,0,363,0
0,24,0,0,0,0,158,0
0,33,0,0,2,0,271,0
1,26,0,3,8,0,293,1
1,32,0,0,2,0,251,0
1,25,0,0,0,0,363,1
1,21,0,0,1,0,158,0
1,38,0,0,3,0,143,0
1,23,0,0,0,0,150,0
1,20,0,0,0,0,363,1
0,39,0,0,4,0,10,1
1,24,0,0,1,0,56,1
1,49,0,0,3,0,363,0
1,31,0,0,7,0,231,1
1,20,0,0,1,0,158,1
1,28,0,0,0,1,35,0
1,67,0,0,3,0,363,0
1,52,0,0,0,0,311,0
1,45,0,0,17,0,147,1
1,27,0,0,8,0,211,1
1,22,0,0,1,0,158,0
1,40,0,0,0,1,35,1
1,30,0,0,1,1,121,1
1,42,0,0,1,0,363,0
1,24,0,0,2,0,136,1
1,46,0,0,4,0,354,0
1,38,0,0,4,0,299,0
1,26,0,0,0,1,154,0
1,54,0,0,1,1,35,1
1,61,0,0,1,0,363,0
1,51,0,0,1,1,239,1
1,57,0,0,0,0,5,0
1,24,0,0,3,1,35,1
1,34,0,0,1,0,363,0
0,28,0,0,10,1,201,1
1,35,0,0,10,1,358,1
1,30,0,0,6,0,118,1
1,44,0,0,0,0,292,0
1,61,0,0,10,0,49,0
1,26,0,0,1,0,363,1
1,48,1,0,10,0,146,1
1,42,0,0,4,1,116,0
1,38,0,0,10,0,267,1
0,53,0,0,0,1,35,0
1,26,0,0,3,1,219,0
1,22,0,0,1,0,56,1
1,50,0,0,0,0,158,0
1,44,3,0,16,1,117,0
1,24,0,1,4,0,1,1
1,21,0,0,0,0,158,1
1,50,0,0,0,0,267,0
0,36,0,0,0,1,35,0
1,39,0,0,0,0,363,0
0,54,0,0,7,0,153,0
1,29,0,0,0,1,287,0
1,26,0,0,0,1,35,0
1,41,0,0,3,0,146,1
1,23,0,0,1,0,158,1
1,34,0,0,0,1,35,0
1,31,0,0,11,0,136,1
1,20,0,0,0,0,158,0
1,49,0,0,10,0,363,1
1,26,0,0,4,0,260,1
1,28,0,0,1,0,267,1
1,26,0,0,0,0,158,0
1,55,0,0,1,0,267,0
1,22,0,0,0,1,281,0
0,26,0,0,0,1,239,0
1,58,0,0,16,0,363,1
1,28,0,0,4,0,53,0
1,33,0,0,8,0,275,0
0,31,0,0,0,1,35,0
1,26,0,0,1,1,219,0
1,34,0,0,0,1,35,0
0,32,0,0,0,0,146,0
1,37,0,0,9,0,211,1
1,50,0,0,1,0,267,0
1,35,0,0,1,0,363,0
