sex,age,juv_fel_count,juv_misd_count,priors_count,c_charge_degree,c_charge_desc,race,two_year_recid
1,26,0,0,2,0,154,0,1
1,19,0,0,0,1,35,1,1
1,43,0,0,0,1,117,0,0
1,42,0,0,17,0,267,0,1
1,34,0,1,27,1,35,0,0
0,26,0,0,1,0,158,0,1
1,26,0,0,0,0,351,0,0
1,61,0,0,5,0,267,0,0
1,23,0,2,3,0,184,1,1
1,37,0,0,0,1,239,1,0
0,22,0,0,0,1,112,1,0
1,30,0,0,0,1,84,1,0
1,44,0,0,3,0,158,1,0
0,49,0,0,0,0,99,1,0
1,40,0,0,0,1,35,0,0
1,37,0,0,2,0,174,1,0
1,38,0,0,19,0,363,0,1
1,31,0,0,4,0,143,1,1
1,45,0,0,21,0,158,1,1
0,40,0,0,2,1,316,0,0
1,25,0,0,2,0,363,0,0
1,34,0,0,12,0,223,0,1
1,50,0,0,10,0,150,1,0
0,49,0,0,2,0,154,1,0
1,35,0,0,7,0,146,0,1
1,58,0,0,2,0,41,1,0
0,24,0,0,2,0,158,0,1
1,34,0,0,5,0,275,0,1
1,68,0,0,2,0,320,0,0
1,25,0,0,1,1,35,0,0
0,27,0,0,1,0,363,0,0
1,29,0,0,4,0,363,0,1
1,40,0,0,4,0,158,1,1
1,31,0,0,0,1,35,1,1
1,21,0,0,0,0,55,0,1
1,21,0,0,0,0,267,0,0
1,35,0,0,10,0,363,0,1
1,45,0,0,2,0,176,1,0
1,24,0,0,2,0,287,0,1
1,24,0,0,5,0,363,1,1
1,49,0,0,1,1,35,1,0
1,54,0,0,12,1,35,0,1
1,28,0,0,0,0,158,1,1
0,54,0,0,1,1,204,1,0
1,36,0,0,0,1,35,0,1
1,24,0,0,0,1,35,0,0
1,25,0,0,0,0,73,0,0
1,30,0,0,3,0,74,1,1
1,34,0,2,19,0,136,0,1
1,22,0,0,0,0,236,1,0
1,29,0,0,1,0,267,1,0
0,36,2,0,4,1,35,0,1
1,23,0,0,0,0,158,0,1
1,24,0,0,0,1,117,0,0
1,44,0,0,0,1,316,1,0
1,50,0,0,2,0,363,1,1
1,22,0,0,1,1,35,0,1
1,35,0,0,22,0,236,0,1
1,32,0,0,3,0,363,0,1
1,36,0,0,1,0,251,1,1
1,21,0,0,0,0,206,0,1
1,30,0,0,9,0,231,0,1
1,56,0,0,0,0,192,0,0
1,21,0,0,0,0,353,1,1
1,29,0,0,0,0,353,1,0
0,35,0,0,2,0,6,0,0
1,26,0,0,0,0,17,1,0
1,28,0,0,4,1,35,0,1
1,29,0,0,6,0,118,0,1
1,26,0,0,9,0,105,0,1
1,29,0,0,0,0,118,0,0
1,23,0,0,2,0,158,0,1
1,38,0,0,17,1,35,0,1
1,29,4,1,10,0,49,1,1
0,25,0,0,5,1,357,0,1
1,22,0,0,2,1,239,1,1
0,23,0,0,0,1,35,0,0
1,20,1,0,1,0,363,0,1
1,25,0,0,1,0,363,0,1
1,23,0,0,2,0,49,0,1
0,22,0,0,0,0,292,0,0
1,29,0,0,2,0,167,0,0
1,56,0,0,4,0,230,0,0
1,49,0,0,1,0,287,1,0
1,26,0,0,1,0,63,0,0
0,24,0,0,1,0,54,1,0
1,47,0,0,9,0,143,0,0
1,33,0,0,18,0,158,0,1
1,57,0,0,11,0,267,0,0
1,37,0,0,0,1,35,1,0
1,22,0,0,2,0,267,1,1
1,25,0,0,0,1,35,0,1
0,50,0,0,30,1,363,1,1
1,23,0,0,1,1,363,0,1
1,50,0,0,8,0,91,1,0
1,29,0,0,1,1,35,0,0
1,27,0,0,2,0,364,0,0
0,28,0,0,1,1,35,1,0
1,22,0,0,0,0,10,0,1
0,42,3,0,17,0,267,0,1
0,32,0,0,1,1,35,1,1
1,23,0,0,3,0,142,0,1
1,46,0,0,1,1,35,0,1
1,21,0,0,1,0,282,0,0
1,30,0,0,1,1,35,0,0
1,39,0,0,1,0,236,1,0
1,36,0,0,0,0,158,1,1
1,43,0,0,1,0,294,0,0
1,35,0,0,7,0,363,0,0
1,21,0,0,1,0,266,1,0
1,22,0,0,0,0,142,0,0
1,52,0,0,0,1,35,0,1
1,38,0,0,1,0,363,0,1
0,43,0,0,0,0,17,1,0
1,29,0,0,7,1,204,0,1
1,45,0,0,1,1,117,1,1
1,21,0,2,8,0,363,0,1
1,38,0,0,0,0,320,0,0
1,32,0,3,7,0,363,0,0
1,53,0,0,1,1,35,1,0
1,55,0,0,0,0,118,1,0
0,36,0,0,2,1,358,0,0
0,24,0,0,0,0,287,0,0
0,58,0,0,4,0,208,0,1
1,43,0,0,1,0,267,1,0
1,77,0,0,1,1,88,1,0
1,26,0,0,1,1,357,0,1
1,23,0,0,2,1,75,0,1
0,52,0,0,6,0,363,1,0
0,33,0,0,0,1,316,1,0
0,38,0,0,0,1,35,1,0
1,47,0,0,0,1,35,1,0
1,39,0,0,0,0,228,0,1
1,26,0,0,0,1,239,0,1
1,28,0,0,9,0,236,0,1
1,26,0,0,0,0,158,0,0
1,22,0,0,1,0,363,0,1
1,27,0,0,2,0,306,0,1
1,32,0,0,1,0,146,0,0
1,29,0,0,0,0,260,0,0
1,43,0,0,4,1,35,1,0
1,20,0,1,4,0,363,0,1
1,32,0,0,1,1,35,0,0
1,26,0,0,0,1,204,0,0
1,50,0,0,2,1,291,0,1
1,41,0,0,3,0,146,0,1
1,41,0,0,14,0,267,0,1
1,52,0,0,6,0,158,1,1
1,21,0,0,0,0,335,1,0
1,24,0,0,1,0,251,1,0
1,30,0,0,1,1,35,0,1
1,23,0,0,0,1,35,0,0
0,36,0,0,4,1,35,1,1
1,25,0,0,1,0,208,0,1
1,36,0,0,15,0,363,0,0
1,24,0,0,1,1,35,1,1
1,27,0,0,0,1,316,1,1
0,30,0,0,4,0,363,1,0
0,40,0,0,0,0,157,0,0
1,31,0,0,9,0,52,1,1
1,37,0,0,3,1,35,0,0
1,77,0,0,0,1,84,0,0
1,49,0,0,3,0,267,0,0
1,28,0,0,3,1,62,0,0
1,56,0,0,4,0,267,1,0
1,20,0,0,0,0,158,1,1
0,24,0,0,0,1,35,1,0
0,20,0,0,0,0,158,0,0
1,28,0,0,2,0,319,1,1
0,21,0,1,1,0,353,0,1
0,35,0,0,13,0,11,0,0
1,44,0,0,0,0,148,0,0
1,57,0,0,14,0,363,1,1
1,51,0,0,8,0,267,1,1
0,33,0,0,0,1,35,0,0
1,31,0,0,0,1,35,0,0
1,37,0,0,7,0,320,0,0
1,26,0,0,0,1,35,1,0
0,22,0,0,0,1,173,1,0
1,37,0,0,0,0,236,1,0
1,24,5,0,5,0,49,0,1
1,28,0,0,1,0,268,0,0
1,54,0,0,0,1,205,0,0
1,26,0,0,5,0,323,1,1
0,28,0,0,10,1,201,0,1
1,29,0,0,5,0,247,0,0
1,29,0,0,1,0,132,1,0
0,21,0,0,1,0,158,0,0
1,42,0,0,1,1,363,0,0
1,31,0,0,7,0,231,0,1
0,60,0,0,0,0,41,1,1
1,22,0,0,0,0,2,1,0
1,31,0,1,10,0,118,0,1
1,22,0,0,0,1,316,0,1
1,19,0,0,3,0,50,0,1
1,26,0,0,8,0,236,0,1
1,23,0,0,1,0,158,0,1
1,30,0,0,1,1,363,1,1
1,23,0,0,0,1,35,0,0
0,31,0,0,0,0,2,0,0
0,24,0,0,6,0,212,1,1
1,36,0,0,0,0,132,1,0
0,54,0,0,1,1,117,1,0
1,28,0,0,1,0,236,0,1
1,49,0,0,4,0,267,0,0
1,24,0,0,2,0,134,1,1
1,66,0,0,0,1,35,1,0
1,24,0,0,3,0,206,0,0
1,22,0,0,0,0,56,0,0
0,48,0,0,8,1,143,1,1
1,34,0,0,16,0,142,1,1
1,20,0,0,0,0,20,1,1
0,32,0,0,3,1,41,0,0
0,34,0,0,1,0,191,0,1
1,46,0,0,0,0,267,1,0
1,30,0,0,1,0,55,0,1
1,34,0,0,6,0,363,0,1
1,36,0,0,0,0,14,0,0
1,30,0,0,1,1,35,0,0
1,24,0,0,0,0,49,0,1
1,34,0,0,3,1,363,0,0
1,23,0,0,0,0,10,1,1
0,26,0,0,5,0,223,0,1
1,35,0,0,1,1,35,0,0
1,24,2,1,3,1,35,0,1
1,21,0,0,3,0,363,0,1
1,39,0,0,0,0,118,0,0
1,19,3,0,2,0,363,0,1
0,30,0,0,15,0,267,0,1
0,27,0,0,6,0,154,1,0
1,38,0,0,0,0,79,0,1
1,54,0,0,0,1,35,1,0
1,33,0,0,21,1,357,0,1
1,45,0,0,0,0,259,1,0
1,27,0,0,9,0,17,0,1
0,26,0,0,3,0,11,0,0
1,22,1,0,12,0,267,0,1
1,23,0,0,0,1,355,1,0
0,36,0,0,3,0,223,0,1
1,28,0,0,2,0,206,1,0
1,30,0,0,0,1,88,1,1
1,27,0,1,6,0,17,0,1
1,19,0,0,1,1,35,1,1
1,27,0,0,5,1,116,1,0
0,30,0,0,5,0,320,1,1
1,55,0,0,3,1,356,1,0
1,21,0,0,0,0,55,1,0
1,20,0,0,0,0,154,0,1
0,28,0,0,0,1,35,0,0
1,54,0,0,0,0,267,0,0
1,45,0,0,38,0,143,0,1
1,52,0,0,2,1,88,0,0
1,32,0,0,2,0,118,0,1
0,36,0,0,0,1,35,1,0
1,45,0,0,0,0,118,0,1
1,24,0,0,11,0,158,0,1
1,21,0,0,1,1,35,0,1
1,32,0,0,0,0,132,0,1
0,20,0,0,0,1,35,1,1
1,35,0,0,0,0,158,0,0
1,41,0,0,1,0,49,1,1
1,36,0,0,0,1,117,1,0
0,49,0,0,2,1,358,1,1
1,20,0,0,0,0,265,0,1
1,26,0,0,0,1,117,0,0
1,22,0,0,2,1,35,0,1
1,24,0,0,0,1,35,0,0
1,60,0,0,1,0,363,1,0
1,42,0,0,0,0,142,0,0
0,27,0,0,2,1,205,0,1
1,27,0,0,6,0,267,0,1
1,45,0,0,0,1,35,1,0
1,28,0,0,3,1,204,0,1
1,43,0,0,15,1,288,0,1
1,34,0,0,2,1,35,0,0
1,27,0,0,1,0,363,1,0
1,49,0,0,3,0,363,0,0
1,32,0,0,3,0,56,0,1
1,34,0,0,1,1,35,0,0
0,30,0,3,14,0,62,0,1
1,29,0,0,0,1,117,0,0
1,24,0,0,1,0,363,1,1
1,22,0,1,2,0,215,1,1
1,56,0,0,3,1,363,0,0
1,32,0,0,5,1,363,0,0
1,20,0,0,0,0,353,0,1
0,30,0,0,2,0,158,0,0
1,22,0,0,0,0,353,0,1
1,59,0,0,0,0,158,1,0
1,54,0,0,1,0,363,0,0
1,28,0,0,0,1,316,0,1
0,26,0,0,0,1,35,0,0
1,33,0,0,19,0,363,0,1
1,35,0,0,1,1,35,0,1
1,21,1,0,2,1,35,1,0
1,50,0,0,0,0,158,1,0
1,25,0,13,21,0,118,0,1
0,45,0,1,7,0,363,1,1
1,30,0,0,7,0,206,0,1
1,32,0,2,10,0,78,1,1
1,39,0,0,10,0,158,1,1
1,48,0,0,0,1,142,0,0
1,24,0,0,0,0,41,0,0
1,30,0,0,6,1,288,0,1
1,26,0,0,6,0,46,0,1
1,25,0,1,7,0,287,0,1
1,21,0,0,0,0,287,0,0
1,37,0,0,23,0,41,0,1
1,41,0,0,7,1,35,0,1
1,31,0,0,3,1,357,0,1
1,37,0,0,0,0,319,0,0
0,27,0,0,6,0,158,1,1
0,23,0,0,0,0,260,1,0
1,26,0,0,3,1,205,1,0
0,31,0,0,2,0,154,1,0
1,38,0,0,11,0,140,0,0
0,52,0,0,0,0,5,1,0
1,21,0,2,2,0,154,1,1
1,23,0,0,0,0,154,0,1
1,27,0,0,0,1,75,0,0
1,21,0,0,1,0,56,0,0
0,42,0,0,8,0,363,0,1
1,28,0,1,14,1,288,0,1
1,32,0,0,0,0,52,1,0
1,31,0,0,4,1,23,0,1
1,25,0,0,0,1,355,1,1
1,50,0,0,7,0,5,0,0
1,26,1,0,10,0,363,0,1
1,45,0,0,1,1,288,0,0
1,32,0,0,3,0,154,0,0
1,51,0,0,0,1,35,1,0
1,43,0,0,2,0,212,1,0
1,24,0,0,0,0,49,0,0
1,35,0,0,2,0,363,1,1
0,41,0,0,0,0,14,1,0
0,24,0,0,6,1,363,0,0
1,24,0,0,2,0,363,1,0
0,43,0,0,0,1,87,1,0
0,25,0,0,0,1,279,1,0
1,23,0,0,0,0,132,1,1
1,46,0,0,0,1,35,0,0
0,47,0,1,21,1,35,0,1
1,50,0,0,0,1,35,0,0
1,24,0,0,4,0,118,0,1
1,24,0,0,2,1,239,0,1
1,24,0,0,1,1,35,0,1
1,20,0,0,0,0,267,0,0
1,30,0,0,2,0,73,0,1
0,31,0,0,1,0,363,1,0
1,20,0,0,0,0,267,0,1
1,39,0,0,0,0,363,1,0
1,25,0,0,5,1,363,1,1
0,45,0,0,5,1,84,1,0
0,31,0,0,1,1,363,0,0
0,35,0,0,7,0,363,0,1
1,28,0,0,0,0,198,0,0
1,22,0,0,1,1,35,0,1
1,33,0,0,18,0,154,0,1
1,33,0,0,0,0,158,1,0
1,23,0,0,0,0,136,0,1
1,30,0,0,2,0,363,1,0
1,41,0,0,1,1,35,0,0
1,27,0,0,3,0,363,0,1
1,24,0,0,1,0,49,1,1
0,26,0,0,1,0,363,0,0
1,36,0,0,5,0,363,0,0
1,24,0,0,1,1,281,0,1
1,22,0,1,3,0,363,0,1
1,24,0,1,3,1,87,1,0
1,59,0,0,3,1,117,1,1
0,22,0,0,1,0,251,1,0
1,27,0,0,0,1,35,0,1
1,38,0,0,4,1,35,1,1
1,39,0,0,8,0,176,0,0
1,45,0,0,0,1,35,1,0
0,26,0,0,1,0,5,0,1
1,22,0,0,0,0,158,1,0
1,50,0,0,0,0,142,1,1
1,25,0,0,0,0,70,0,1
1,34,0,0,0,0,229,0,0
1,25,0,0,0,1,35,0,1
0,56,0,0,0,1,35,0,0
1,66,0,0,1,1,363,1,0
0,26,0,0,3,0,206,0,1
1,28,0,0,10,0,118,0,0
0,32,0,0,0,1,35,0,1
1,38,0,0,1,0,287,0,1
0,31,0,0,2,0,363,1,1
0,31,0,0,2,0,154,0,0
1,23,0,0,1,0,363,0,1
1,23,1,1,4,0,56,0,0
1,46,0,0,3,0,143,0,0
0,42,0,0,0,1,87,0,1
1,26,0,0,0,1,35,0,0
1,19,0,0,0,1,35,1,1
1,50,0,0,0,0,267,1,0
1,30,0,0,2,1,117,1,1
1,28,0,0,1,1,35,0,0
1,34,0,0,0,1,35,0,1
0,48,0,0,0,1,35,0,0
1,35,0,0,6,0,353,0,1
1,38,0,0,2,0,70,1,1
1,30,0,0,3,1,35,1,0
1,27,0,0,1,1,56,0,0
0,42,0,0,0,0,5,0,0
1,35,0,0,8,1,35,0,1
1,45,0,0,3,1,35,1,1
1,45,0,0,15,0,27,0,1
1,39,0,0,1,0,345,0,0
1,21,0,0,4,0,56,0,0
1,30,0,0,7,0,118,0,0
1,35,0,0,0,1,127,0,0
1,21,0,0,1,0,233,0,0
0,23,0,0,1,1,239,1,0
1,46,0,0,1,0,363,1,0
1,23,0,0,1,0,267,0,1
1,24,0,0,0,1,242,0,0
1,39,0,0,9,0,236,0,0
1,32,1,0,8,0,52,1,0
1,47,0,0,3,0,363,0,1
1,34,0,0,1,0,267,0,0
1,22,0,0,0,1,220,0,1
1,69,0,0,0,1,11,1,0
0,21,0,0,2,0,363,0,0
0,25,0,0,1,1,35,0,1
1,51,0,0,2,1,344,0,0
1,36,0,0,9,0,118,0,0
1,55,0,0,0,1,35,1,1
0,33,0,0,1,0,128,0,0
1,30,0,0,0,0,56,0,0
1,44,0,0,0,0,267,1,1
1,25,0,0,1,0,206,0,1
1,29,0,0,7,0,267,0,0
1,32,0,0,2,0,267,0,1
1,43,0,0,1,1,316,1,0
1,50,0,0,15,1,35,0,0
1,42,0,0,7,0,118,0,0
0,25,0,0,6,0,118,0,1
0,26,0,0,2,1,117,0,1
1,29,0,0,0,1,35,1,1
1,30,0,0,4,1,35,0,1
1,29,0,0,0,1,35,1,1
1,54,0,0,0,1,312,0,0
1,58,0,0,1,0,10,1,1
1,22,0,1,1,0,363,1,1
1,42,0,0,0,1,173,0,0
0,64,0,0,1,0,363,1,0
1,27,0,0,0,0,158,1,1
0,56,0,0,10,0,267,1,1
0,28,0,0,6,1,204,1,1
1,52,0,0,0,0,142,0,0
1,51,0,0,0,1,35,1,0
1,29,0,0,5,0,266,0,1
1,20,0,0,0,0,323,0,1
1,23,0,0,0,0,251,1,1
1,28,0,0,1,0,154,0,0
0,39,0,0,0,0,154,0,1
1,57,0,0,1,1,88,1,0
1,24,0,0,0,0,319,0,1
1,31,0,0,5,1,35,0,0
0,24,0,0,0,0,353,1,0
1,64,0,0,0,1,35,0,0
1,21,0,0,0,0,56,0,0
1,61,0,0,1,1,363,0,0
1,61,0,0,4,0,353,1,0
1,29,0,2,7,0,158,0,1
0,52,0,0,0,0,146,0,1
1,27,0,0,0,1,35,1,0
1,27,0,0,1,0,55,0,1
1,28,0,0,13,0,363,0,1
1,63,0,0,0,1,35,1,1
1,27,0,0,4,0,236,1,1
1,29,0,0,0,0,14,1,0
1,27,0,0,7,0,118,0,0
1,22,0,0,0,0,353,0,0
1,29,0,0,2,0,142,1,0
1,54,0,0,6,0,17,1,0
1,27,1,2,6,1,363,0,0
1,23,0,0,0,0,247,0,0
0,27,0,0,3,1,35,0,1
1,38,0,0,2,0,363,1,1
1,36,0,0,1,0,158,1,0
1,25,0,0,4,0,267,1,1
1,21,0,0,0,0,292,0,1
1,46,0,0,17,0,363,0,1
1,21,0,0,1,1,35,0,0
0,24,0,0,0,1,35,1,0
1,25,0,0,6,1,204,1,1
1,51,0,0,4,1,316,0,0
1,29,1,0,3,0,27,0,1
1,24,0,0,2,1,117,1,0
1,33,0,0,0,0,101,1,1
0,22,0,0,0,0,99,1,1
1,21,0,0,1,0,320,0,1
0,21,0,0,0,0,56,1,0
1,54,0,0,1,0,158,1,0
1,23,0,0,1,0,140,0,1
0,39,0,0,3,0,363,1,0
1,43,0,0,0,1,88,1,0
0,52,0,0,1,0,353,0,0
0,24,0,0,11,1,204,0,1
1,28,0,0,2,0,363,1,1
1,31,0,0,1,0,267,1,1
0,21,0,3,4,1,363,0,1
1,38,0,0,5,0,158,1,1
0,29,0,0,1,1,286,0,0
1,53,0,0,0,0,11,1,0
0,43,0,0,2,1,358,0,0
1,51,0,0,3,0,146,0,0
1,26,0,0,2,0,51,1,1
1,22,0,0,1,0,158,0,0
1,22,0,0,0,0,158,0,1
1,39,0,0,1,0,266,0,0
0,45,0,0,0,0,158,0,0
1,64,0,0,8,1,363,0,1
0,28,0,0,0,1,88,1,0
1,23,0,0,3,1,35,0,1
1,48,0,0,4,0,363,0,0
1,38,0,0,0,1,87,1,0
1,20,1,0,1,0,363,1,1
1,41,0,0,0,1,35,1,0
1,41,0,0,0,1,35,0,0
0,21,0,0,0,0,251,0,1
1,35,0,0,4,0,320,0,1
1,24,0,0,0,0,118,0,0
1,67,0,0,0,0,158,1,1
1,28,0,0,3,0,275,1,1
1,32,2,0,15,0,267,1,1
1,25,0,0,1,1,35,1,0
1,35,0,0,0,0,206,0,0
1,29,0,0,2,0,287,0,1
1,33,0,0,6,0,158,1,1
1,20,0,1,1,0,49,1,1
1,22,0,0,1,0,41,0,1
0,42,0,0,1,0,252,0,0
0,22,0,0,2,1,239,1,0
1,37,0,0,0,0,79,1,1
1,78,0,0,1,1,117,1,1
1,25,0,0,5,0,17,0,0
1,40,0,0,0,0,142,0,0
1,52,0,0,0,0,267,0,1
1,23,0,0,0,0,49,1,0
1,31,0,0,5,0,118,1,1
1,23,0,0,1,0,49,1,1
1,24,0,0,0,0,158,1,1
1,38,2,3,16,1,35,0,1
1,23,1,0,4,0,363,0,0
0,61,0,0,1,0,309,0,1
1,31,0,1,3,0,158,0,1
1,29,0,1,8,0,223,0,1
0,25,0,0,0,0,158,1,0
1,21,0,0,1,0,363,0,1
1,28,0,0,0,0,185,1,1
1,47,0,0,3,0,247,0,0
0,26,0,0,4,0,141,0,1
1,27,0,0,5,0,5,0,1
1,35,0,0,0,0,14,0,0
1,34,0,0,2,1,363,1,0
1,38,0,0,1,1,363,0,0
1,49,0,0,1,0,142,0,0
1,28,0,0,18,0,103,0,1
1,20,2,2,4,0,267,0,1
1,21,0,0,1,0,158,0,1
1,47,0,0,2,1,87,1,0
1,49,0,0,12,0,247,1,1
1,52,0,0,7,0,287,1,0
1,48,0,0,1,0,111,1,0
1,20,0,0,0,1,35,1,0
1,22,0,0,0,1,84,1,0
1,22,0,0,1,0,55,0,1
1,25,0,0,1,0,267,1,0
1,28,0,0,2,1,239,0,0
0,23,0,0,3,0,212,1,0
1,28,0,0,1,0,136,1,1
1,21,0,0,0,0,55,0,0
1,51,0,0,3,0,142,1,1
1,22,0,1,3,1,35,0,1
1,22,0,0,3,0,42,0,0
1,31,0,0,0,0,142,1,0
1,29,0,0,0,0,158,1,1
1,29,0,0,14,0,154,1,1
1,47,0,0,23,1,239,0,1
0,20,0,0,0,1,35,0,1
1,35,0,0,3,1,363,1,1
0,22,0,0,1,1,357,1,0
1,23,0,0,0,0,151,1,0
1,38,0,0,14,0,158,0,0
1,28,0,0,4,0,259,1,1
1,21,0,0,0,0,247,0,1
1,26,1,2,9,0,320,0,1
1,25,1,6,14,0,363,0,1
1,46,0,0,5,0,154,0,1
1,25,0,0,1,1,35,0,1
1,22,0,0,6,0,74,1,1
0,36,0,0,1,0,267,0,1
1,46,0,0,0,1,88,0,0
1,24,0,0,1,0,206,0,1
0,30,0,0,0,0,160,0,0
1,26,0,0,3,0,266,1,1
1,31,0,0,0,1,35,1,0
1,25,0,1,6,1,363,0,0
1,25,0,1,3,1,316,0,1
1,29,0,0,0,1,88,0,1
0,30,0,0,0,1,35,0,0
1,30,0,0,3,0,287,0,1
0,43,0,0,7,0,2,1,0
1,32,0,1,12,1,35,0,1
0,42,0,0,0,1,117,1,0
0,24,0,0,0,0,191,1,0
0,48,0,0,0,1,172,1,0
1,36,0,2,17,0,363,0,1
1,50,0,0,7,0,363,0,1
1,47,0,0,2,0,267,1,1
0,30,0,0,15,1,35,0,1
1,43,0,0,4,0,363,0,1
0,21,0,0,1,1,332,0,1
1,55,0,0,0,1,35,1,1
1,36,0,0,13,0,363,0,1
1,38,0,0,8,1,344,0,1
0,36,0,0,3,0,174,1,1
1,23,0,1,3,0,256,0,1
0,27,0,0,0,1,35,0,0
0,28,0,0,4,0,236,0,0
0,48,0,0,0,0,174,1,0
1,43,0,0,2,0,267,0,0
1,23,0,0,0,0,158,0,0
0,46,0,0,0,0,79,1,0
1,32,0,0,0,0,132,0,0
0,44,0,0,1,0,158,1,0
1,26,0,0,2,0,62,1,0
1,56,0,0,0,1,35,1,1
1,45,0,0,8,1,355,1,1
1,33,0,0,4,0,146,0,1
1,27,0,0,0,0,17,0,1
1,29,0,0,0,0,141,1,0
1,61,0,0,0,1,204,1,0
1,33,0,0,0,0,51,0,0
0,34,0,0,0,1,116,1,1
1,32,0,0,0,0,12,1,0
1,31,0,0,1,1,117,1,0
1,49,0,0,0,1,117,1,0
1,55,0,0,1,0,158,1,1
1,33,0,0,0,0,266,0,1
1,37,0,0,5,0,41,1,0
1,23,0,0,0,0,103,1,0
1,49,0,0,3,0,363,0,1
1,20,0,0,0,0,267,1,0
1,22,0,0,1,0,56,0,1
1,21,0,0,0,1,35,1,1
1,25,0,0,0,0,259,1,0
1,43,0,0,1,0,363,1,1
0,36,0,0,0,0,267,1,0
1,35,0,0,1,0,158,0,1
0,23,0,0,0,0,158,1,1
1,43,0,0,1,1,117,1,0
1,30,0,0,9,0,143,1,1
1,30,0,0,3,0,158,0,0
1,28,0,1,9,1,116,1,0
1,69,0,0,0,0,118,1,0
0,24,0,0,2,0,363,1,0
1,20,0,0,0,0,27,0,0
0,43,0,0,0,1,35,0,0
1,62,0,0,8,0,267,0,0
1,33,0,0,1,0,319,0,0
1,56,0,0,0,1,35,0,0
1,23,0,0,0,0,158,0,0
1,59,0,0,2,1,87,1,1
1,28,0,0,5,1,363,0,0
1,43,0,0,8,0,75,0,1
1,25,0,0,0,0,111,0,1
1,20,1,1,2,0,363,0,1
1,32,0,0,8,0,353,0,0
1,27,0,0,7,0,49,0,1
1,35,0,0,2,1,35,1,0
0,58,0,0,1,1,88,1,0
1,27,0,0,2,0,267,1,0
1,27,0,0,9,0,223,0,1
0,53,0,0,0,0,146,0,0
1,40,1,0,15,0,363,0,0
1,29,0,0,0,0,96,0,1
1,44,0,0,0,1,35,1,1
1,27,0,0,0,1,35,0,1
1,24,0,0,0,0,154,0,0
1,22,0,0,1,1,35,1,0
1,42,0,0,0,0,223,0,1
1,25,0,0,0,0,363,0,0
1,43,0,0,0,0,158,1,1
1,30,0,0,2,1,35,0,0
1,24,0,0,3,0,267,0,1
1,22,0,0,1,0,236,0,1
1,51,0,0,17,0,267,0,1
1,34,0,0,7,0,363,0,1
1,22,0,0,1,0,212,1,0
0,55,0,0,1,0,206,0,0
1,19,0,0,1,0,142,1,1
1,56,0,0,1,0,363,0,0
1,41,2,0,6,0,143,0,1
1,32,0,0,6,0,267,0,1
1,33,0,0,5,0,212,0,1
1,47,4,0,14,0,158,0,1
1,26,0,0,1,0,154,0,0
1,52,0,0,2,0,363,1,0
0,52,0,0,0,1,35,0,0
1,48,0,0,0,0,158,1,1
1,48,1,0,23,0,147,1,1
1,47,0,0,2,0,94,1,0
1,35,0,0,1,1,35,0,0
0,25,0,0,0,0,0,1,0
1,37,0,0,12,0,206,0,1
1,30,0,0,22,0,267,1,1
0,24,0,0,1,0,158,0,0
1,44,0,0,6,0,158,1,1
1,23,0,0,3,0,158,0,1
1,45,0,0,9,0,147,1,1
1,24,0,0,0,0,317,1,1
0,37,0,0,0,0,158,0,0
1,30,0,0,10,1,35,0,1
1,56,0,0,4,0,267,0,0
0,22,0,0,0,1,129,0,0
0,35,0,0,2,0,363,0,0
0,31,0,0,9,0,212,1,1
0,29,0,0,1,0,49,1,1
0,24,0,0,0,0,56,1,0
1,27,0,0,9,0,212,0,1
1,21,0,0,0,1,55,1,0
0,21,0,0,0,0,251,0,0
0,33,0,0,2,0,363,1,0
0,33,0,0,1,0,363,1,0
1,35,0,0,1,1,363,0,0
1,59,0,0,0,0,267,1,0
1,46,0,0,0,0,314,1,0
1,32,0,0,0,0,247,1,1
1,27,0,0,0,1,260,1,1
1,28,1,0,11,0,267,0,1
1,21,0,0,0,0,158,0,1
1,57,0,0,12,1,84,1,0
0,34,0,0,0,1,35,0,1
0,40,0,0,5,0,158,1,0
0,25,0,0,1,1,19,1,1
1,26,0,0,1,1,219,0,0
0,48,0,0,0,1,88,0,0
1,30,0,0,1,1,117,1,0
1,29,0,0,0,1,237,0,0
1,27,0,0,8,0,363,1,0
1,32,0,1,14,0,17,0,0
1,20,0,0,0,0,56,0,1
1,31,0,0,1,0,227,0,0
1,22,0,0,5,0,251,1,1
1,32,0,0,5,0,287,1,1
1,55,0,0,0,1,35,1,0
0,29,0,0,0,0,66,1,0
1,20,1,0,1,0,363,1,1
1,56,0,0,0,1,117,1,0
1,28,0,0,7,0,141,1,1
1,58,0,0,0,1,87,0,0
0,21,0,1,0,1,117,1,1
1,25,0,0,1,0,49,1,0
1,26,0,1,13,0,118,0,1
0,44,0,0,0,1,112,1,1
1,56,0,0,2,0,148,1,0
1,42,0,0,1,0,146,0,1
0,54,0,0,0,0,2,1,1
1,33,0,0,5,1,35,0,1
1,43,0,0,2,1,35,0,0
1,29,0,0,5,0,267,0,0
1,26,0,0,0,0,267,1,0
0,54,0,0,7,0,153,0,0
1,29,0,0,1,0,236,0,1
1,43,0,0,0,0,158,1,1
1,56,0,0,1,0,363,0,0
1,42,0,0,1,0,363,0,0
1,24,0,0,0,0,41,0,0
1,47,0,0,5,0,363,0,0
1,33,0,0,2,0,158,0,1
