entity_id,race,sex,age_cat,label_value
2616,Hispanic,Male,Less than 25,0
2618,African-American,Male,25 - 45,1
2619,African-American,Male,25 - 45,0
2620,African-American,Male,25 - 45,1
2621,Caucasian,Male,25 - 45,1
2623,African-American,Male,25 - 45,0
2624,African-American,Male,Greater than 45,1
2630,African-American,Male,25 - 45,0
2632,Caucasian,Male,Greater than 45,0
2633,African-American,Male,Greater than 45,1
2634,Caucasian,Male,25 - 45,1
2637,Caucasian,Male,25 - 45,1
2638,Caucasian,Male,Less than 25,0
2639,African-American,Male,25 - 45,0
2641,Other,Male,25 - 45,0
2642,Hispanic,Male,Less than 25,0
2643,Caucasian,Male,25 - 45,0
2644,Caucasian,Male,25 - 45,1
2649,Caucasian,Male,Greater than 45,0
2650,African-American,Female,25 - 45,0
2651,African-American,Male,Greater than 45,0
2654,African-American,Male,25 - 45,0
2655,African-American,Male,Less than 25,0
2656,Caucasian,Male,Greater than 45,0
2658,Caucasian,Male,25 - 45,0
2664,African-American,Male,25 - 45,1
2667,Caucasian,Male,Less than 25,0
2668,Caucasian,Female,25 - 45,0
2671,African-American,Male,25 - 45,1
2672,African-American,Male,25 - 45,1
2673,African-American,Male,Less than 25,0
2676,Caucasian,Male,25 - 45,1
2677,Caucasian,Male,Less than 25,0
2678,African-American,Male,Less than 25,0
2679,Caucasian,Female,25 - 45,0
2680,African-American,Male,25 - 45,0
2681,African-American,Male,25 - 45,0
2682,African-American,Male,25 - 45,0
2683,Caucasian,Male,Greater than 45,0
2685,African-American,Female,Less than 25,0
2687,Caucasian,Male,Greater than 45,0
2688,African-American,Male,25 - 45,1
2689,African-American,Female,25 - 45,0
2690,Caucasian,Female,Greater than 45,1
2691,African-American,Male,Greater than 45,0
2692,Hispanic,Male,25 - 45,1
2696,African-American,Male,25 - 45,0
2698,Caucasian,Female,Greater than 45,1
2700,African-American,Male,Less than 25,0
2703,African-American,Male,Greater than 45,0
2704,African-American,Male,25 - 45,1
2708,African-American,Male,25 - 45,0
2711,Caucasian,Male,25 - 45,1
2713,Caucasian,Male,25 - 45,0
2714,Hispanic,Male,Greater than 45,0
2716,Caucasian,Male,25 - 45,1
2718,African-American,Female,25 - 45,1
2719,African-American,Male,Less than 25,1
2720,Hispanic,Male,25 - 45,0
2721,Other,Male,25 - 45,1
2722,Hispanic,Male,25 - 45,0
2723,African-American,Male,25 - 45,1
2724,Caucasian,Male,Greater than 45,1
2728,Asian,Male,Less than 25,0
2731,Hispanic,Male,25 - 45,0
2732,African-American,Male,Greater than 45,1
2735,African-American,Male,25 - 45,1
2737,African-American,Male,25 - 45,1
2738,Other,Male,25 - 45,0
2745,Caucasian,Male,25 - 45,0
2746,Caucasian,Male,Greater than 45,1
2748,Caucasian,Male,25 - 45,0
2749,African-American,Male,25 - 45,0
2750,African-American,Male,25 - 45,0
2751,Hispanic,Female,Greater than 45,0
2752,Caucasian,Male,Greater than 45,0
2753,African-American,Male,25 - 45,1
2754,Caucasian,Female,25 - 45,0
2758,African-American,Male,25 - 45,0
2759,Caucasian,Male,25 - 45,0
2760,African-American,Male,25 - 45,0
2762,African-American,Male,Less than 25,1
2764,Caucasian,Male,25 - 45,0
2765,African-American,Female,25 - 45,0
2766,African-American,Male,25 - 45,1
2767,Caucasian,Male,Greater than 45,1
2770,Other,Female,Less than 25,0
2771,Caucasian,Male,25 - 45,0
2772,African-American,Male,Less than 25,1
2773,African-American,Female,Greater than 45,1
2775,Caucasian,Male,25 - 45,1
2776,Caucasian,Male,25 - 45,0
2777,African-American,Male,25 - 45,0
2780,Caucasian,Male,Greater than 45,0
2782,African-American,Male,25 - 45,1
2786,African-American,Male,25 - 45,0
2787,African-American,Female,25 - 45,1
2788,Caucasian,Male,Greater than 45,0
2790,Caucasian,Male,25 - 45,0
2792,African-American,Male,25 - 45,0
2793,African-American,Male,25 - 45,0
2794,Caucasian,Male,25 - 45,1
2797,African-American,Male,25 - 45,1
2800,African-American,Male,Less than 25,0
2802,Caucasian,Male,25 - 45,0
2804,African-American,Male,25 - 45,1
2807,Hispanic,Male,Less than 25,1
2809,African-American,Male,Less than 25,0
2814,Caucasian,Male,25 - 45,1
2817,Caucasian,Male,25 - 45,0
2819,African-American,Male,Less than 25,1
2820,Caucasian,Male,Greater than 45,0
2821,Caucasian,Female,25 - 45,0
2824,Hispanic,Male,Greater than 45,1
2825,Caucasian,Male,Less than 25,1
2828,African-American,Female,Less than 25,1
2829,Hispanic,Male,25 - 45,0
2830,African-American,Male,Greater than 45,0
2836,Asian,Male,Greater than 45,1
2837,African-American,Female,Greater than 45,0
2841,Caucasian,Male,Less than 25,0
2842,African-American,Male,Less than 25,1
2843,Caucasian,Male,25 - 45,0
2844,Hispanic,Male,Less than 25,1
2845,Caucasian,Male,Greater than 45,1
2846,Caucasian,Male,25 - 45,1
2848,Caucasian,Male,Less than 25,1
2851,Other,Male,25 - 45,0
2852,African-American,Male,25 - 45,0
2854,African-American,Male,25 - 45,1
2855,African-American,Female,25 - 45,1
2856,African-American,Male,25 - 45,0
2857,African-American,Male,25 - 45,0
2859,Caucasian,Male,25 - 45,1
2860,African-American,Male,25 - 45,0
2862,African-American,Male,25 - 45,1
2863,Other,Male,Less than 25,1
2864,African-American,Male,25 - 45,1
2865,African-American,Male,Less than 25,1
2867,Caucasian,Male,25 - 45,0
2869,Hispanic,Male,25 - 45,0
2870,African-American,Male,Less than 25,1
2871,African-American,Male,Less than 25,1
2873,Caucasian,Male,25 - 45,1
2874,African-American,Male,25 - 45,1
2875,African-American,Male,25 - 45,1
2879,Caucasian,Male,25 - 45,0
2880,Caucasian,Male,Greater than 45,0
2883,African-American,Male,25 - 45,1
2885,African-American,Male,25 - 45,1
2886,African-American,Male,25 - 45,1
2887,African-American,Male,25 - 45,0
2891,Hispanic,Male,Less than 25,1
2892,African-American,Male,Greater than 45,0
2893,African-American,Male,25 - 45,0
2897,Caucasian,Male,25 - 45,1
2898,Caucasian,Female,25 - 45,0
2900,African-American,Male,Less than 25,0
2901,African-American,Male,25 - 45,1
2902,Caucasian,Male,25 - 45,0
2907,African-American,Male,Less than 25,1
2908,African-American,Male,Less than 25,0
2910,Caucasian,Male,25 - 45,0
2913,African-American,Male,25 - 45,0
2914,African-American,Male,25 - 45,0
2915,Caucasian,Male,25 - 45,1
2917,Caucasian,Male,25 - 45,0
2922,African-American,Male,Greater than 45,0
2923,Other,Male,25 - 45,0
2925,Hispanic,Male,Greater than 45,0
2926,African-American,Male,Less than 25,1
2927,African-American,Male,25 - 45,1
2928,African-American,Male,25 - 45,0
2929,Caucasian,Male,Less than 25,0
2930,African-American,Male,25 - 45,1
2931,African-American,Male,25 - 45,0
2932,African-American,Male,25 - 45,0
2933,African-American,Male,25 - 45,1
2934,African-American,Male,25 - 45,1
2935,Caucasian,Male,Greater than 45,0
2936,African-American,Male,25 - 45,0
2937,Caucasian,Male,Less than 25,1
2938,African-American,Male,25 - 45,0
2939,African-American,Female,Less than 25,0
2943,Caucasian,Male,25 - 45,0
2946,Caucasian,Male,25 - 45,0
2951,African-American,Male,25 - 45,0
2952,African-American,Male,Less than 25,0
2954,Caucasian,Male,Less than 25,0
2955,African-American,Male,25 - 45,0
2956,Caucasian,Male,Greater than 45,0
2959,African-American,Male,25 - 45,0
2961,African-American,Male,25 - 45,1
2962,African-American,Male,25 - 45,0
2963,Caucasian,Male,25 - 45,0
2964,Caucasian,Male,Less than 25,1
2965,Hispanic,Male,25 - 45,0
2968,African-American,Male,25 - 45,1
2969,Caucasian,Male,Greater than 45,1
2970,Native American,Male,25 - 45,0
2972,African-American,Male,Greater than 45,0
2974,African-American,Male,Greater than 45,1
2976,African-American,Male,25 - 45,0
2979,African-American,Male,25 - 45,0
2982,African-American,Male,Greater than 45,1
2983,Caucasian,Female,25 - 45,0
2984,African-American,Male,Greater than 45,0
2985,Caucasian,Male,Greater than 45,1
2988,Caucasian,Male,Greater than 45,0
2990,Caucasian,Male,Greater than 45,0
2991,African-American,Male,Greater than 45,1
2992,African-American,Female,25 - 45,0
2993,Hispanic,Male,Less than 25,1
2996,Other,Male,Less than 25,0
2997,African-American,Male,25 - 45,1
2998,Hispanic,Female,Less than 25,0
3003,African-American,Male,25 - 45,0
3004,African-American,Male,25 - 45,1
3005,African-American,Male,Less than 25,0
3010,Caucasian,Male,Greater than 45,0
3014,African-American,Male,Less than 25,1
3015,Caucasian,Male,Greater than 45,1
3019,Caucasian,Male,Greater than 45,1
3020,African-American,Male,Greater than 45,0
3021,African-American,Female,25 - 45,1
3022,African-American,Male,25 - 45,0
3023,African-American,Male,25 - 45,1
3025,African-American,Male,25 - 45,0
3027,African-American,Male,Greater than 45,1
3029,African-American,Male,25 - 45,1
3031,Caucasian,Male,25 - 45,1
3032,African-American,Male,25 - 45,0
3033,Other,Male,25 - 45,0
3034,African-American,Female,25 - 45,0
3035,Caucasian,Male,25 - 45,0
3036,African-American,Female,25 - 45,0
3037,Hispanic,Male,Less than 25,0
3039,Caucasian,Male,25 - 45,1
3040,African-American,Male,Greater than 45,0
3041,Caucasian,Male,25 - 45,1
3042,African-American,Female,25 - 45,0
3046,African-American,Male,25 - 45,0
3051,African-American,Male,Greater than 45,0
3053,African-American,Male,25 - 45,0
3055,African-American,Male,Greater than 45,0
3056,African-American,Male,25 - 45,0
3057,African-American,Male,25 - 45,1
3058,African-American,Male,25 - 45,0
3064,Caucasian,Male,25 - 45,0
3066,African-American,Female,25 - 45,0
3067,African-American,Male,25 - 45,1
3068,African-American,Male,25 - 45,0
3069,Caucasian,Male,25 - 45,0
3074,Caucasian,Male,25 - 45,0
3078,Caucasian,Female,25 - 45,0
3081,African-American,Male,25 - 45,0
3084,African-American,Female,Greater than 45,0
3085,African-American,Male,Less than 25,0
3086,Hispanic,Male,25 - 45,1
3087,African-American,Male,25 - 45,1
3089,African-American,Female,Less than 25,0
3090,African-American,Male,25 - 45,0
3093,Caucasian,Female,Less than 25,0
3094,African-American,Male,25 - 45,1
3096,African-American,Male,Greater than 45,0
3101,African-American,Male,25 - 45,0
3104,Other,Female,25 - 45,0
3107,Caucasian,Male,Greater than 45,0
3110,Caucasian,Male,Less than 25,1
3112,African-American,Male,25 - 45,0
3113,Hispanic,Male,25 - 45,1
3114,Asian,Male,25 - 45,1
3116,African-American,Male,Less than 25,1
3117,African-American,Male,Less than 25,1
3118,African-American,Male,25 - 45,0
3120,Hispanic,Male,Less than 25,1
3122,Caucasian,Male,Greater than 45,0
3129,African-American,Male,Greater than 45,0
3131,Hispanic,Male,25 - 45,1
3132,Hispanic,Male,25 - 45,1
3134,African-American,Male,Less than 25,1
3136,Caucasian,Female,25 - 45,0
3137,Caucasian,Male,Greater than 45,0
3138,African-American,Male,25 - 45,1
3139,Hispanic,Male,25 - 45,0
3145,African-American,Male,25 - 45,1
3146,Hispanic,Male,25 - 45,1
3152,Caucasian,Female,25 - 45,0
3153,Caucasian,Male,25 - 45,0
3154,Other,Male,25 - 45,0
3155,Other,Male,25 - 45,1
3156,Caucasian,Male,Greater than 45,0
3157,Caucasian,Male,Less than 25,0
3158,African-American,Male,25 - 45,0
3159,Caucasian,Male,25 - 45,0
3160,African-American,Male,Less than 25,1
3161,Hispanic,Male,25 - 45,0
3162,Caucasian,Male,25 - 45,1
3163,Caucasian,Male,25 - 45,0
3164,African-American,Male,25 - 45,1
3165,Caucasian,Male,25 - 45,1
3166,Caucasian,Male,Less than 25,1
3168,African-American,Male,25 - 45,1
3169,Caucasian,Male,Greater than 45,0
3170,African-American,Female,25 - 45,1
3174,Other,Male,Less than 25,1
3175,Caucasian,Male,Greater than 45,1
3176,African-American,Male,25 - 45,0
3178,Caucasian,Male,Less than 25,1
3181,Caucasian,Male,Less than 25,1
3182,African-American,Male,25 - 45,0
3183,African-American,Male,25 - 45,1
3188,Other,Male,Greater than 45,0
3190,African-American,Male,Less than 25,0
3191,African-American,Male,25 - 45,0
3192,Caucasian,Male,25 - 45,0
3197,Other,Female,25 - 45,0
3198,Other,Male,Less than 25,0
3200,African-American,Male,25 - 45,1
3203,Caucasian,Female,Less than 25,0
3205,Caucasian,Male,Greater than 45,0
3206,African-American,Male,25 - 45,0
3207,Other,Male,Greater than 45,0
3208,African-American,Female,25 - 45,0
3209,African-American,Male,Less than 25,0
3212,African-American,Male,25 - 45,1
3214,Hispanic,Female,25 - 45,1
3215,Caucasian,Male,Greater than 45,0
3217,Caucasian,Male,25 - 45,0
3218,Other,Male,25 - 45,0
3223,Caucasian,Male,Greater than 45,1
3225,African-American,Male,Less than 25,1
3226,African-American,Male,25 - 45,0
3227,Caucasian,Male,25 - 45,1
3229,Caucasian,Male,25 - 45,0
3230,African-American,Female,Greater than 45,0
3232,African-American,Female,Greater than 45,0
3236,African-American,Male,25 - 45,1
3237,Caucasian,Male,25 - 45,0
3240,African-American,Female,25 - 45,0
3242,African-American,Male,Less than 25,0
3246,Caucasian,Male,25 - 45,0
3247,Caucasian,Male,25 - 45,0
3248,Caucasian,Male,Greater than 45,1
3250,Caucasian,Male,Greater than 45,0
3255,African-American,Male,Greater than 45,0
3259,Native American,Female,Greater than 45,1
3260,African-American,Male,Greater than 45,1
3261,Caucasian,Female,Greater than 45,0
3265,Caucasian,Female,Greater than 45,0
3267,African-American,Male,25 - 45,0
3268,Caucasian,Male,25 - 45,1
3270,African-American,Male,Less than 25,1
3272,African-American,Male,25 - 45,1
3273,African-American,Male,Less than 25,1
3274,African-American,Male,Less than 25,0
3278,African-American,Male,25 - 45,1
3280,African-American,Female,25 - 45,1
3281,Caucasian,Male,25 - 45,1
3283,Caucasian,Male,Greater than 45,0
3284,Caucasian,Male,25 - 45,1
3285,African-American,Male,Greater than 45,1
3286,Other,Male,25 - 45,1
3288,African-American,Male,25 - 45,1
3289,African-American,Male,25 - 45,0
3290,African-American,Male,25 - 45,0
3291,African-American,Male,25 - 45,1
3292,Hispanic,Male,25 - 45,0
3293,Caucasian,Female,25 - 45,0
3294,Other,Female,Less than 25,1
3295,Hispanic,Male,25 - 45,0
3298,Caucasian,Male,25 - 45,0
3299,African-American,Male,25 - 45,1
3301,African-American,Female,25 - 45,0
3302,Caucasian,Female,25 - 45,1
3304,African-American,Male,25 - 45,0
3306,Caucasian,Male,25 - 45,0
3309,Caucasian,Male,25 - 45,1
3310,Hispanic,Male,25 - 45,0
3312,Caucasian,Male,Greater than 45,0
3314,Caucasian,Male,25 - 45,0
3315,Caucasian,Male,Greater than 45,0
3316,Caucasian,Female,25 - 45,1
3318,Caucasian,Male,Greater than 45,0
3319,Caucasian,Female,25 - 45,0
3320,Caucasian,Male,Less than 25,0
3322,African-American,Male,Less than 25,1
3323,African-American,Male,25 - 45,1
3324,Caucasian,Male,Greater than 45,0
3326,African-American,Male,25 - 45,0
3329,Caucasian,Male,25 - 45,1
3331,African-American,Male,25 - 45,1
3332,African-American,Male,Greater than 45,0
3333,Caucasian,Male,25 - 45,1
3335,Hispanic,Female,25 - 45,1
3337,African-American,Male,25 - 45,1
3338,African-American,Male,Less than 25,0
3339,Caucasian,Male,Greater than 45,0
3340,African-American,Male,25 - 45,1
3341,African-American,Male,Less than 25,0
3342,African-American,Male,25 - 45,1
3344,African-American,Male,25 - 45,1
3345,Caucasian,Female,25 - 45,0
3347,African-American,Female,25 - 45,1
3349,African-American,Male,25 - 45,1
3350,African-American,Male,25 - 45,0
3351,African-American,Female,25 - 45,1
3354,African-American,Male,25 - 45,1
3357,African-American,Male,25 - 45,0
3358,African-American,Male,25 - 45,0
3359,African-American,Male,25 - 45,1
3360,African-American,Male,Greater than 45,1
3362,African-American,Male,Less than 25,1
3363,Hispanic,Male,25 - 45,1
3369,African-American,Male,Less than 25,1
3370,Hispanic,Female,25 - 45,1
3371,African-American,Male,Less than 25,0
3375,Hispanic,Male,Greater than 45,1
3376,Other,Female,25 - 45,0
3380,African-American,Female,Greater than 45,0
3381,African-American,Male,25 - 45,1
3383,African-American,Male,Greater than 45,1
3384,Caucasian,Male,Less than 25,0
3386,Caucasian,Male,25 - 45,1
3387,African-American,Male,Greater than 45,1
3390,Caucasian,Male,Greater than 45,0
3391,African-American,Female,25 - 45,1
3392,Caucasian,Male,Greater than 45,0
3393,African-American,Male,25 - 45,1
3394,Caucasian,Male,Less than 25,1
3395,Other,Male,25 - 45,1
3396,African-American,Male,Greater than 45,0
3398,African-American,Male,Less than 25,1
3399,African-American,Male,25 - 45,0
3401,African-American,Male,Greater than 45,1
3403,African-American,Male,25 - 45,1
3404,African-American,Male,Greater than 45,0
3406,Caucasian,Male,Less than 25,1
3407,Caucasian,Male,Greater than 45,0
3408,Caucasian,Female,Less than 25,1
3409,African-American,Male,Less than 25,0
3410,African-American,Male,Greater than 45,0
3411,Caucasian,Female,25 - 45,0
3412,Caucasian,Male,25 - 45,0
3413,Caucasian,Male,25 - 45,1
3415,African-American,Male,25 - 45,1
3417,Caucasian,Male,25 - 45,0
3418,African-American,Male,25 - 45,1
3419,African-American,Male,25 - 45,1
3420,African-American,Male,25 - 45,0
3422,Caucasian,Male,25 - 45,1
3423,Caucasian,Female,25 - 45,0
3425,Hispanic,Male,Less than 25,1
3426,African-American,Male,25 - 45,1
3427,Caucasian,Female,25 - 45,0
3429,African-American,Male,Less than 25,1
3431,African-American,Female,25 - 45,0
3434,African-American,Male,25 - 45,1
3437,Caucasian,Female,Less than 25,0
3438,Caucasian,Male,25 - 45,1
3439,Caucasian,Male,25 - 45,0
3441,Caucasian,Male,Greater than 45,1
3444,Caucasian,Male,25 - 45,1
3445,Caucasian,Male,25 - 45,0
3448,African-American,Female,25 - 45,1
3452,African-American,Male,25 - 45,0
3453,African-American,Male,Greater than 45,1
3454,African-American,Male,25 - 45,1
3455,African-American,Female,25 - 45,0
3456,African-American,Male,Less than 25,0
3457,African-American,Male,Greater than 45,0
3458,Caucasian,Male,25 - 45,0
3460,African-American,Male,Less than 25,1
3462,Caucasian,Male,25 - 45,1
3463,Caucasian,Male,25 - 45,0
3464,Caucasian,Male,Less than 25,1
3465,Other,Male,Greater than 45,0
3470,African-American,Male,Less than 25,1
3475,Caucasian,Male,25 - 45,0
3476,African-American,Male,25 - 45,1
3480,African-American,Male,Greater than 45,0
3481,African-American,Female,25 - 45,1
3483,Caucasian,Male,25 - 45,0
3484,African-American,Male,Greater than 45,1
3485,African-American,Male,25 - 45,1
3488,Caucasian,Male,25 - 45,0
3489,African-American,Female,Less than 25,0
3491,Hispanic,Male,25 - 45,0
3492,African-American,Male,Less than 25,0
3493,African-American,Male,25 - 45,0
3498,African-American,Male,25 - 45,1
3499,African-American,Female,25 - 45,1
3500,Caucasian,Male,25 - 45,0
3501,African-American,Male,Less than 25,1
3502,Hispanic,Male,25 - 45,1
3504,African-American,Male,25 - 45,0
3507,Hispanic,Male,Greater than 45,0
3508,African-American,Female,Less than 25,0
3511,Caucasian,Male,Less than 25,0
3512,African-American,Male,25 - 45,1
3515,Caucasian,Male,25 - 45,0
3516,Other,Male,25 - 45,1
3517,Hispanic,Male,Greater than 45,1
3521,African-American,Male,Less than 25,1
3523,Caucasian,Male,Greater than 45,0
3528,African-American,Female,Less than 25,0
3529,Hispanic,Male,25 - 45,0
3531,Caucasian,Female,25 - 45,0
3533,Caucasian,Male,25 - 45,1
3535,Caucasian,Male,25 - 45,0
3536,Caucasian,Male,25 - 45,1
3538,African-American,Male,Less than 25,0
3539,African-American,Male,25 - 45,0
3540,Caucasian,Male,Less than 25,0
3542,Caucasian,Male,Less than 25,1
3543,Caucasian,Female,25 - 45,1
3544,African-American,Male,Less than 25,1
3546,Hispanic,Male,Less than 25,0
3547,African-American,Male,Greater than 45,0
3550,African-American,Male,25 - 45,1
3551,African-American,Male,Less than 25,1
3552,Caucasian,Male,25 - 45,0
3554,Caucasian,Male,Greater than 45,0
3556,Hispanic,Male,25 - 45,0
3562,African-American,Male,Greater than 45,0
3563,African-American,Male,Greater than 45,1
3564,African-American,Male,25 - 45,1
3566,Caucasian,Male,Less than 25,0
3570,Caucasian,Male,25 - 45,1
3571,Caucasian,Male,25 - 45,1
3573,African-American,Male,25 - 45,0
3574,African-American,Male,Less than 25,1
3576,Caucasian,Male,Greater than 45,0
3577,African-American,Male,25 - 45,0
3582,Hispanic,Female,25 - 45,1
3584,Caucasian,Male,25 - 45,0
3585,Caucasian,Male,Greater than 45,1
3591,Hispanic,Male,25 - 45,0
3593,Caucasian,Male,Greater than 45,0
3594,African-American,Male,Greater than 45,1
3596,Caucasian,Male,Greater than 45,0
3597,Caucasian,Male,Less than 25,1
3598,African-American,Male,25 - 45,0
3600,Hispanic,Male,25 - 45,0
3601,African-American,Female,25 - 45,1
3602,African-American,Male,25 - 45,1
3603,African-American,Male,25 - 45,1
3605,African-American,Male,25 - 45,0
3611,Caucasian,Male,Greater than 45,0
3614,African-American,Male,25 - 45,1
3616,African-American,Male,Greater than 45,1
3617,African-American,Male,25 - 45,0
3618,Caucasian,Male,25 - 45,1
3620,Caucasian,Female,Greater than 45,0
3622,African-American,Male,25 - 45,0
3624,African-American,Male,Less than 25,1
3626,Caucasian,Male,Greater than 45,0
3627,Caucasian,Male,25 - 45,0
3628,African-American,Male,Less than 25,1
3629,African-American,Male,Less than 25,1
3630,Caucasian,Male,Greater than 45,0
3631,Caucasian,Female,25 - 45,0
3634,Caucasian,Male,25 - 45,0
3636,African-American,Female,Greater than 45,0
3639,African-American,Male,25 - 45,0
3641,Caucasian,Male,25 - 45,0
3642,African-American,Male,25 - 45,1
3643,African-American,Male,Less than 25,1
3645,Caucasian,Male,25 - 45,0
3646,Caucasian,Male,25 - 45,1
3647,African-American,Male,Less than 25,0
3648,African-American,Male,Greater than 45,1
3649,African-American,Male,25 - 45,1
3652,African-American,Male,25 - 45,1
3653,African-American,Male,25 - 45,0
3655,African-American,Male,Greater than 45,0
3656,African-American,Male,Less than 25,0
3657,African-American,Female,25 - 45,0
3658,Other,Male,Greater than 45,0
3660,Other,Male,Greater than 45,0
3661,African-American,Male,Greater than 45,1
3662,African-American,Male,25 - 45,0
3663,African-American,Male,25 - 45,0
3666,African-American,Female,25 - 45,0
3667,African-American,Male,25 - 45,0
3671,Caucasian,Male,25 - 45,0
3673,Other,Male,25 - 45,0
3674,African-American,Female,25 - 45,0
3675,African-American,Male,25 - 45,1
3676,African-American,Male,Greater than 45,0
3678,Caucasian,Male,25 - 45,0
3679,Caucasian,Female,Greater than 45,1
3681,African-American,Female,Greater than 45,0
3684,African-American,Male,25 - 45,1
3687,African-American,Male,Greater than 45,1
3691,Other,Male,Less than 25,1
3692,African-American,Male,25 - 45,1
3693,African-American,Male,Less than 25,0
3696,African-American,Male,Less than 25,0
3697,Caucasian,Male,Greater than 45,0
3698,Caucasian,Male,Greater than 45,0
3699,Caucasian,Male,25 - 45,0
3700,African-American,Male,Less than 25,1
3702,Caucasian,Male,Greater than 45,1
3703,Caucasian,Male,Greater than 45,0
3704,Hispanic,Female,25 - 45,0
3706,African-American,Female,25 - 45,0
3709,African-American,Female,25 - 45,0
3710,African-American,Male,Less than 25,1
3711,Caucasian,Male,25 - 45,1
3713,African-American,Male,25 - 45,1
3714,Caucasian,Male,Greater than 45,0
3719,African-American,Male,Less than 25,0
3720,Caucasian,Male,Greater than 45,1
3721,Caucasian,Female,Greater than 45,0
3722,African-American,Male,Less than 25,1
3725,African-American,Male,Less than 25,1
3726,Hispanic,Female,25 - 45,0
3728,Other,Male,Greater than 45,0
3729,African-American,Male,25 - 45,0
3730,Hispanic,Male,Less than 25,1
3732,African-American,Male,25 - 45,0
3736,Caucasian,Male,25 - 45,0
3737,Caucasian,Female,25 - 45,0
3738,Caucasian,Male,25 - 45,0
3739,Caucasian,Male,Greater than 45,0
3741,African-American,Male,25 - 45,0
3743,African-American,Male,Less than 25,0
3744,African-American,Male,Greater than 45,0
3745,Caucasian,Male,25 - 45,1
3747,Caucasian,Male,25 - 45,0
3749,African-American,Male,25 - 45,1
3751,African-American,Male,25 - 45,1
3754,African-American,Male,Less than 25,1
3757,Caucasian,Male,25 - 45,1
3758,African-American,Male,Greater than 45,0
3759,African-American,Female,25 - 45,0
3761,African-American,Male,25 - 45,1
3763,African-American,Male,25 - 45,1
3765,Caucasian,Male,25 - 45,1
3766,Caucasian,Male,Less than 25,1
3768,African-American,Female,25 - 45,0
3769,Caucasian,Male,Greater than 45,0
3771,African-American,Male,25 - 45,1
3772,Caucasian,Male,Less than 25,1
3773,Hispanic,Male,Less than 25,0
3774,Caucasian,Male,Greater than 45,0
3776,Caucasian,Female,25 - 45,0
3778,Caucasian,Male,25 - 45,1
3779,African-American,Male,25 - 45,0
3780,Caucasian,Male,Less than 25,0
3782,African-American,Male,25 - 45,1
3783,Caucasian,Male,25 - 45,0
3785,Caucasian,Male,Less than 25,0
3787,African-American,Male,25 - 45,1
3788,Caucasian,Male,25 - 45,0
3789,Caucasian,Male,25 - 45,0
3790,Caucasian,Male,25 - 45,0
3793,Caucasian,Male,25 - 45,1
3794,African-American,Male,Greater than 45,1
3797,African-American,Male,25 - 45,0
3799,African-American,Male,25 - 45,0
3800,African-American,Male,25 - 45,1
3801,Caucasian,Male,Greater than 45,0
3802,African-American,Male,Greater than 45,1
3804,African-American,Male,25 - 45,0
3805,Caucasian,Male,25 - 45,1
3807,Caucasian,Female,25 - 45,1
3809,Caucasian,Male,25 - 45,1
3811,African-American,Male,Greater than 45,1
3812,African-American,Male,25 - 45,1
3814,African-American,Male,25 - 45,0
3816,Other,Male,Less than 25,1
3817,African-American,Female,Less than 25,1
3818,African-American,Male,Less than 25,0
3820,Other,Male,25 - 45,0
3821,African-American,Female,Greater than 45,0
3824,African-American,Male,25 - 45,1
3830,African-American,Female,25 - 45,0
3831,Caucasian,Male,Less than 25,1
3835,Caucasian,Female,Greater than 45,0
3836,Caucasian,Male,Greater than 45,0
3838,African-American,Male,Greater than 45,0
3839,African-American,Male,Greater than 45,1
3840,African-American,Male,25 - 45,0
3841,Caucasian,Male,Greater than 45,0
3842,Hispanic,Male,25 - 45,0
3843,Hispanic,Female,Greater than 45,1
3847,African-American,Male,Less than 25,1
3848,African-American,Male,25 - 45,1
3853,African-American,Male,25 - 45,0
3854,African-American,Male,Less than 25,1
3856,African-American,Female,25 - 45,0
3857,African-American,Female,25 - 45,0
3858,African-American,Female,25 - 45,1
3859,Other,Male,25 - 45,1
3860,Caucasian,Male,Greater than 45,0
3862,Caucasian,Male,25 - 45,0
3863,Caucasian,Male,25 - 45,0
3864,Caucasian,Male,Greater than 45,0
3865,African-American,Male,Less than 25,0
3867,African-American,Male,Greater than 45,0
3869,African-American,Male,25 - 45,0
3870,African-American,Male,25 - 45,1
3872,Caucasian,Male,Less than 25,0
3879,Caucasian,Male,25 - 45,0
3880,African-American,Male,Greater than 45,1
3881,African-American,Male,25 - 45,1
3882,Caucasian,Male,Less than 25,0
3884,Caucasian,Female,Greater than 45,1
3885,Caucasian,Male,Greater than 45,1
3890,Other,Male,25 - 45,0
3891,African-American,Female,Less than 25,1
3896,Hispanic,Male,Less than 25,1
3897,Caucasian,Male,25 - 45,1
3899,African-American,Male,25 - 45,1
3902,Caucasian,Male,25 - 45,0
3904,African-American,Female,Greater than 45,0
3906,African-American,Male,25 - 45,1
3907,Hispanic,Male,Greater than 45,0
3909,Caucasian,Male,25 - 45,1
3910,African-American,Male,25 - 45,1
3911,Hispanic,Male,Greater than 45,0
3917,African-American,Male,Less than 25,0
3918,African-American,Male,25 - 45,1
3919,Asian,Male,Greater than 45,1
3920,Other,Male,25 - 45,0
3924,African-American,Female,25 - 45,0
3925,African-American,Male,Less than 25,1
3929,African-American,Male,Less than 25,1
3930,Caucasian,Male,Greater than 45,0
3933,African-American,Female,25 - 45,1
3934,African-American,Male,Greater than 45,0
3935,African-American,Female,Less than 25,0
3936,African-American,Male,25 - 45,1
